Year,District Name,District_Code.x,In_District_Expenditures,Total_In_District_FTEs,In_District_Expenditures_Per_Pupil,Total_Expenditures,Total_Pupil_FTEs,Total_Expenditures_Per_Pupil,District_Code.y,Cohort_Size,Percent_Graduated,Percent_Still_in_School,Percent_Non_Grad_Completers,Percent_HS_Equiv,Percent_Dropped_Out,Percent_Excluded,Percent_American_Indian,Percent_Asian,Percent_Black,Percent_Hispanic,Percent_Multi_Race,Percent_Pacific_Islander,Percent_White,Percent_Female,Percent_Male,SAT_Tests_Taken,SAT_Reading_Writing_Mean_Score,SAT_Math_Mean_Score,Student_Teacher_Ratio,Low_Income_Percent
2020,north adams,02090000,"$25,545,810.48","1,339.0","$19,078.28","$28,939,033.71","1,563.4","$18,510.32",2090000,76,77.6,1.3,3.9,2.6,14.5,0,0.2,0.5,3.5,5.3,6.7,0.5,83.4,50,50,38,533,493,9.6,71.4
2021,north adams,02090000,"$25,593,831.00","1,247.0","$20,524.32","$28,317,440.00","1,455.1","$19,460.82",2090000,83,81.9,7.2,1.2,0,9.6,0,0.1,0.5,3.3,6.3,6.9,0.2,82.6,50,50,4,0,0,9.6,71.4
2022,north adams,02090000,"$28,349,686.22","1,262.1","$22,462.31","$31,501,349.31","1,476.5","$21,335.15",2090000,54,88.9,3.7,1.9,0,5.6,0,0.2,0.3,3.2,6.3,6.7,0.1,83.2,51.1,48.9,60,488,429,9.6,71.4
2023,north adams,02090000,"$29,572,051.62","1,209.5","$24,449.82","$33,891,380.64","1,459.8","$23,216.45",2090000,62,75.8,4.8,0,0,19.4,0,0.2,0.4,2.6,6.4,7.6,0.1,82.6,50.5,49.5,51,467,439,9.6,71.4
2008,north andover,02110000,"$43,943,356.00","4,557.8","$9,641.35","$48,725,241.00","4,649.8","$10,479.00",2110000,309,95.1,1.3,1.6,0.6,1.3,0,0.6,5.9,0.8,2.4,NA,NA,90.3,47,53,266,528.5,551,13.3,22.1
2009,north andover,02110000,"$46,257,060.00","4,631.1","$9,988.46","$51,804,134.00","4,731.6","$10,948.66",2110000,304,98,1,0,0,1,0,0.5,6.1,0.9,3.1,NA,NA,89.4,47.7,52.3,236,529,561,13.3,22.1
2010,north andover,02110000,"$48,052,440.42","4,623.3","$10,393.54","$53,235,545.88","4,720.9","$11,276.57",2110000,314,98.1,1.3,0.3,0.3,0,0,0.4,6.8,1,3.3,1.1,0,87.5,47.8,52.2,268,526,544,13.3,22.1
2011,north andover,02110000,"$49,329,810.37","4,659.3","$10,587.39","$54,715,669.20","4,756.5","$11,503.35",2110000,266,96.6,2.3,0.4,0,0.8,0,0.4,6.5,1.1,3.6,1,0.3,87,48.4,51.6,268,524.5,538,13.3,22.1
2012,north andover,02110000,"$50,697,872.71","4,719.8","$10,741.53","$55,740,488.83","4,804.0","$11,602.93",2110000,295,94.6,2,3.1,0,0.3,0,0.3,6.5,1,4.4,1,0.4,86.3,49.6,50.4,277,526.5,545,13.3,22.1
2013,north andover,02110000,"$51,715,306.39","4,747.2","$10,893.85","$56,943,490.00","4,838.5","$11,768.83",2110000,286,96.5,1,1,0,1,0.3,0.4,6.3,1.4,5.3,1,0.6,84.9,49.5,50.5,265,528,541,13.3,22.1
2014,north andover,02110000,"$52,255,626.00","4,789.0","$10,911.59","$58,094,147.00","4,886.2","$11,889.43",2110000,304,97,1.6,0.7,0.3,0.3,0,0.3,6.6,1.3,5.6,1,0.6,84.6,49.5,50.5,286,0,552,13.3,22.1
2015,north andover,02110000,"$51,508,125.00","4,764.6","$10,810.59","$58,686,871.00","4,868.3","$12,054.90",2110000,333,96.7,2.4,0.6,0,0.3,0,0.3,6.9,1.6,6.2,1.2,0.5,83.3,49.1,50.9,327,0,543,13.3,22.1
2016,north andover,02110000,"$53,585,797.00","4,684.3","$11,439.45","$60,507,324.00","4,787.5","$12,638.61",2110000,317,96.8,2.2,0,0.3,0.6,0,0.2,6.8,1.9,6.6,1.5,0.4,82.7,48.9,51.1,280,0,530,13.3,22.1
2017,north andover,02110000,"$55,660,968.00","4,797.8","$11,601.35","$62,609,990.00","4,915.3","$12,737.78",2110000,300,96.7,2.3,0.3,0,0.7,0,0.2,7,2.6,6.8,1.6,0.4,81.3,48.5,51.5,447,578,573,13.3,22.1
2018,north andover,02110000,"$58,751,990.19","4,846.9","$12,121.56","$64,952,770.61","4,944.5","$13,136.37",2110000,347,98,1.4,0.3,0,0.3,0,0.3,7.4,3.1,7.2,1.8,0.4,79.9,48.3,51.7,469,578,568,13.3,22.1
2019,north andover,02110000,"$62,906,308.63","4,775.8","$13,171.89","$69,168,660.54","4,874.1","$14,191.06",2110000,371,97.3,1.3,0.8,0.3,0.3,0,0.3,7.5,3.1,7.7,1.7,0.3,79.3,48.4,51.6,431,572,568,13.3,22.1
2020,north andover,02110000,"$65,640,604.37","4,674.0","$14,043.78","$71,668,072.51","4,779.2","$14,995.83",2110000,300,97.7,1.7,0.7,0,0,0,0.3,7.6,2.9,8.1,2.3,0.3,78.6,49.1,50.9,219,572,575,13.3,22.1
2021,north andover,02110000,"$69,027,642.00","4,537.0","$15,214.38","$74,850,240.00","4,662.9","$16,052.29",2110000,354,97.7,1.7,0,0.3,0.3,0,0.3,8.1,3.2,8.8,2.6,0.2,76.9,49.4,50.6,500,576,567,13.3,22.1
2022,north andover,02110000,"$74,947,845.63","4,543.4","$16,495.98","$81,081,409.13","4,657.5","$17,408.78",2110000,335,98.5,0.6,0,0,0.9,0,0.3,8.2,3.1,10.2,2.7,0.2,75.4,49.3,50.7,348,577,567,13.3,22.1
2023,north andover,02110000,"$77,283,827.48","4,479.6","$17,252.39","$83,791,382.22","4,598.7","$18,220.67",2110000,286,96.5,2.8,0,0,0.7,0,0.2,8,3.2,11,3,0.1,74.3,49.3,50.7,270,585,577,13.3,22.1
2008,north attleborough,02120000,"$44,328,796.94","4,753.2","$9,326.10","$48,077,050.94","4,912.2","$9,787.27",2120000,305,87.9,5.2,0,1,5.9,0,0.2,2.4,1.4,1,NA,NA,95.1,47.2,52.8,264,513.5,522,13,25.5
2009,north attleborough,02120000,"$43,853,438.51","4,744.5","$9,242.95","$47,354,987.17","4,881.7","$9,700.45",2120000,288,89.9,3.8,0,1.7,4.5,0,0.3,2.5,1.5,1.3,NA,NA,94.3,47.5,52.5,229,515.5,533,13,25.5
2010,north attleborough,02120000,"$44,597,608.73","4,723.0","$9,442.64","$47,801,034.22","4,859.4","$9,836.82",2120000,280,92.1,3.2,0,1.8,2.9,0,0.2,2.5,1.7,2,0.9,0,92.7,48.7,51.3,214,515,530,13,25.5
2011,north attleborough,02120000,"$46,373,859.89","4,667.0","$9,936.55","$49,568,966.32","4,792.3","$10,343.46",2120000,283,90.1,4.2,0.4,1.4,3.9,0,0.3,2.5,1.5,2.2,1.1,0,92.4,48.7,51.3,231,529.5,535,13,25.5
2012,north attleborough,02120000,"$45,354,291.69","4,643.3","$9,767.68","$48,340,418.30","4,767.6","$10,139.36",2120000,257,95.7,2.3,0,0,1.9,0,0.2,3.1,1.4,2.1,1.4,0,91.8,48.8,51.2,226,523,546,13,25.5
2013,north attleborough,02120000,"$46,334,612.95","4,633.7","$9,999.48","$49,587,733.58","4,765.0","$10,406.66",2120000,291,97.3,2.1,0,0,0.7,0,0.3,3.5,1.5,2.4,1.7,0,90.7,48.9,51.1,272,523,537,13,25.5
2014,north attleborough,02120000,"$48,093,232.98","4,586.0","$10,486.97","$51,489,265.39","4,724.6","$10,898.12",2120000,285,91.2,4.6,1.4,1.1,1.8,0,0.3,3.9,1.5,2.7,1.7,0,89.7,48.3,51.7,231,0,548,13,25.5
2015,north attleborough,02120000,"$49,054,819.00","4,557.4","$10,763.77","$52,964,675.00","4,710.0","$11,245.15",2120000,288,95.5,3.1,0.3,0,1,0,0.3,4,1.8,2.8,1.7,0,89.5,48.7,51.3,260,0,537,13,25.5
2016,north attleborough,02120000,"$49,623,427.00","4,430.1","$11,201.42","$53,551,043.00","4,597.4","$11,648.11",2120000,271,96.7,1.5,0.4,0,1.5,0,0.3,4.3,2.1,2.8,2,0,88.5,49.5,50.5,249,0,537,13,25.5
2017,north attleborough,02120000,"$50,541,195.00","4,394.2","$11,501.80","$54,893,526.00","4,560.4","$12,037.00",2120000,256,94.1,3.9,0,0,2,0,0.2,4.8,2.3,3.1,2.1,0,87.5,49.4,50.6,392,584,579,13,25.5
2018,north attleborough,02120000,"$52,800,393.78","4,271.9","$12,359.93","$57,704,076.74","4,468.2","$12,914.39",2120000,291,97.3,2.7,0,0,0,0,0.1,5.2,2.3,3.1,2.7,0,86.6,49.3,50.7,321,569,573,13,25.5
2019,north attleborough,02120000,"$55,988,473.12","4,176.4","$13,405.92","$60,745,994.86","4,386.1","$13,849.66",2120000,252,95.6,2,0,0,2.4,0,0.3,5.1,1.9,3.7,3,0.1,85.8,50,50,347,564,562,13,25.5
2020,north attleborough,02120000,"$55,501,271.71","4,189.4","$13,248.02","$60,907,031.38","4,399.1","$13,845.34",2120000,257,95.7,2.7,0,0.4,1.2,0,0.2,5.3,2.2,4,3.2,0.2,84.9,49.7,50.3,164,571,567,13,25.5
2021,north attleborough,02120000,"$55,700,811.00","3,971.0","$14,026.90","$61,697,969.00","4,207.2","$14,664.85",2120000,237,95.8,3,0,0,1.3,0,0.3,6.1,2.9,4.3,3.7,0.1,82.6,49.4,50.6,232,588,585,13,25.5
2022,north attleborough,02120000,"$60,477,078.00","4,034.8","$14,988.87","$67,397,295.00","4,256.6","$15,833.60",2120000,250,94.4,3.6,0,0,2,0,0.2,6.4,3,5,3.9,0.1,81.5,49.2,50.8,237,576,568,13,25.5
2023,north attleborough,02120000,"$64,493,188.54","3,966.5","$16,259.47","$70,562,174.44","4,162.5","$16,951.87",2120000,245,92.7,4.1,0.8,0,2.4,0,0.2,6.8,3.9,4.7,3.9,0.1,80.4,49,50.9,243,574,567,13,25.5
2008,north brookfield,02150000,"$7,680,129.93",693.7,"$11,071.26","$8,993,567.91",824.3,"$10,910.55",2150000,51,94.1,3.9,0,0,2,0,0.8,0.1,1.5,1.1,NA,NA,96.4,52.4,47.6,38,492.5,530,10.3,47.9
2009,north brookfield,02150000,"$7,852,569.00",664.9,"$11,809.62","$9,160,732.00",789.2,"$11,607.18",2150000,47,91.5,0,0,2.1,6.4,0,1,0.3,1.5,0.8,NA,NA,96.4,52.6,47.4,22,478.5,510,10.3,47.9
2010,north brookfield,02150000,"$7,681,356.23",635.1,"$12,094.72","$8,769,155.23",765.3,"$11,458.45",2150000,35,91.4,0,0,0,8.6,0,0.8,0.1,0.5,0.9,1.4,0,96.2,52.6,47.4,24,481,516,10.3,47.9
2011,north brookfield,02150000,"$7,516,304.81",601.4,"$12,498.01","$8,581,781.56",717.3,"$11,964.01",2150000,45,86.7,2.2,0,2.2,8.9,0,0.6,0.3,0.7,0.8,1.3,0,96.4,53.2,46.8,32,480.5,486,10.3,47.9
2012,north brookfield,02150000,"$7,387,410.00",571.6,"$12,924.09","$8,556,304.00",695.9,"$12,295.31",2150000,33,90.9,6.1,0,3,0,0,0.4,0.3,0.7,1,1.3,0,96.2,50.8,49.2,26,460,484,10.3,47.9
2013,north brookfield,02150000,"$7,291,686.00",581.4,"$12,541.60","$8,508,238.59",705.0,"$12,068.42",2150000,29,89.7,0,0,10.3,0,0,0.5,0.5,0.8,1.4,0.9,0,96,52.6,47.4,27,480,488,10.3,47.9
2014,north brookfield,02150000,"$7,672,363.38",565.6,"$13,565.00","$8,990,349.01",698.8,"$12,865.41",2150000,27,92.6,7.4,0,0,0,0,0.3,0.8,0.6,2.1,1.1,0,95.1,52,48,21,0,520,10.3,47.9
2015,north brookfield,02150000,"$8,033,517.00",570.2,"$14,088.95","$9,398,865.00",703.9,"$13,352.56",2150000,30,80,13.3,0,0,6.7,0,0.2,0.5,0.8,2.2,2.7,0,93.6,50.9,49.1,18,0,503,10.3,47.9
2016,north brookfield,02150000,"$7,766,377.00",560.0,"$13,868.53","$9,201,601.00",682.1,"$13,490.11",2150000,30,96.7,3.3,0,0,0,0,0.2,0,0.7,2.5,3.7,0,92.9,50.6,49.4,15,0,466,10.3,47.9
2017,north brookfield,02150000,"$8,029,274.00",556.9,"$14,417.80","$9,023,126.00",677.0,"$13,328.10",2150000,22,95.5,4.5,0,0,0,0,0,0.2,0.5,4.5,3.8,0,91,49.9,50.1,25,550,531,10.3,47.9
2018,north brookfield,02150000,"$8,382,193.95",564.1,"$14,859.41","$9,347,971.61",688.4,"$13,579.27",2150000,23,91.3,0,0,4.3,4.3,0,0,0.5,0.4,5.1,4.1,0,89.9,48.2,51.8,14,533,533,10.3,47.9
2019,north brookfield,02150000,"$8,372,193.26",584.5,"$14,323.68","$9,317,370.96",694.8,"$13,410.15",2150000,33,87.9,6.1,0,0,6.1,0,0,0.5,0.9,5.6,4.2,0,88.8,47.5,52.5,26,578,550,10.3,47.9
2020,north brookfield,02150000,"$8,437,088.71",551.1,"$15,309.54","$10,012,487.82",688.8,"$14,536.13",2150000,35,94.3,2.9,0,0,2.9,0,0,0.2,0.9,4.9,3.7,0,90.3,47.5,52.5,16,553,511,10.3,47.9
2021,north brookfield,02150000,"$9,596,235.32",519.7,"$18,464.95","$11,280,656.30",657.3,"$17,162.11",2150000,19,84.2,5.3,0,0,10.5,0,0,0.4,0.9,4.5,3.4,0,90.9,47.6,52.4,12,579,563,10.3,47.9
2022,north brookfield,02150000,"$8,624,767.20",470.3,"$18,338.86","$10,429,308.00",640.4,"$16,285.62",2150000,24,91.7,4.2,0,0,4.2,0,0,0.4,0.9,4.5,3.1,0,91.2,47.9,52.1,7,0,0,10.3,47.9
2023,north brookfield,02150000,"$8,761,869.39",437.9,"$20,008.84","$11,286,916.07",622.8,"$18,122.86",2150000,17,58.8,11.8,5.9,5.9,17.6,0,0,0.2,0.7,5.1,3.7,0,90.4,47.9,52.1,6,0,0,10.3,47.9
2008,north middlesex,07350000,"$39,238,587.00","4,385.7","$8,946.94","$44,702,684.00","4,583.1","$9,753.81",7350000,268,90.3,5.2,0.4,0.4,3.7,0,0,0.7,0.6,0.7,NA,NA,98,49,51,221,518.5,532,12.5,26.8
2009,north middlesex,07350000,"$42,045,190.00","4,205.0","$9,998.98","$47,077,173.00","4,396.1","$10,708.97",7350000,264,93.2,2.7,0,1.5,2.7,0,0.1,0.8,0.5,0.8,NA,NA,97.9,49.1,50.9,219,502.5,517,12.5,26.8
2010,north middlesex,07350000,"$41,706,627.93","4,075.6","$10,233.25","$46,444,949.35","4,278.0","$10,856.70",7350000,283,94.7,1.8,0,0.7,2.8,0,0.2,0.7,0.5,1.2,0.6,0.1,96.6,49.5,50.5,215,514,536,12.5,26.8
2011,north middlesex,07350000,"$41,730,255.15","3,922.6","$10,638.42","$46,849,771.32","4,133.1","$11,335.26",7350000,263,93.5,3,0,1.5,1.9,0,0.1,0.7,0.6,1.3,0.9,0.2,96.2,49.1,50.9,225,511,526,12.5,26.8
2012,north middlesex,07350000,"$39,934,970.50","3,780.4","$10,563.69","$45,725,658.57","3,989.8","$11,460.64",7350000,261,92.7,1.5,0.4,1.5,3.8,0,0.2,0.7,0.5,1.3,1.2,0.1,95.9,48.8,51.2,219,508,530,12.5,26.8
2013,north middlesex,07350000,"$40,755,386.00","3,562.8","$11,439.15","$46,849,489.01","3,774.9","$12,410.79",7350000,252,94.8,2.8,0,0.8,1.6,0,0.2,0.8,0.5,1.8,1.4,0.1,95.2,49.2,50.8,201,512.5,520,12.5,26.8
2014,north middlesex,07350000,"$42,302,644.50","3,386.5","$12,491.55","$47,667,024.50","3,625.6","$13,147.35",7350000,224,95.5,1.3,0.4,0,2.7,0,0.2,0.8,0.4,1.8,1.4,0.1,95.2,49.7,50.3,198,0,530,12.5,26.8
2015,north middlesex,07350000,"$42,239,130.00","3,269.8","$12,917.96","$48,391,625.00","3,516.4","$13,761.70",7350000,220,95.9,2.3,0.9,0,0.9,0,0.2,1,0.5,2,1.6,0.1,94.6,49.7,50.3,186,0,528,12.5,26.8
2016,north middlesex,07350000,"$42,514,833.00","3,152.1","$13,487.78","$48,735,068.00","3,387.9","$14,385.04",7350000,218,94.5,3.2,0.9,0.5,0.9,0,0.2,0.9,0.6,2,1.7,0.1,94.4,50,50,195,0,535,12.5,26.8
2017,north middlesex,07350000,"$44,296,818.00","3,066.1","$14,447.28","$50,892,001.00","3,321.1","$15,323.84",7350000,186,97.3,1.1,0,0,1.6,0,0.2,1.1,0.9,2.4,1.9,0.1,93.4,49.9,50.1,230,564,547,12.5,26.8
2018,north middlesex,07350000,"$46,103,807.86","3,042.0","$15,155.76","$52,504,447.38","3,272.0","$16,046.59",7350000,185,95.7,2.2,0,0.5,1.6,0,0.2,1.1,1,2.7,2.1,0,92.8,49.8,50.2,186,574,548,12.5,26.8
2019,north middlesex,07350000,"$46,455,803.60","3,057.9","$15,192.06","$54,094,833.98","3,283.0","$16,477.26",7350000,169,95.3,4.7,0,0,0,0,0.1,1.1,0.9,3.1,2.2,0,92.5,49.8,50.2,206,566,548,12.5,26.8
2020,north middlesex,07350000,"$45,869,685.58","3,078.4","$14,900.50","$53,126,771.07","3,286.9","$16,163.18",7350000,183,97.8,1.6,0,0,0.5,0,0.1,1.2,0.9,3.1,2.6,0,92.1,49.3,50.7,82,555,532,12.5,26.8
2021,north middlesex,07350000,"$49,136,646.93","2,898.0","$16,955.36","$56,308,884.04","3,089.7","$18,224.71",7350000,200,93,4.5,0,0,2.5,0,0.1,1.1,1.4,3.7,2.8,0.1,90.8,48.8,51.2,197,568,548,12.5,26.8
2022,north middlesex,07350000,"$51,847,286.08","3,025.3","$17,137.90","$60,026,144.31","3,227.4","$18,598.92",7350000,187,94.1,3.7,0,0.5,1.6,0,0.1,1.1,1.5,3.7,3.3,0,90.2,49.2,50.8,140,547,531,12.5,26.8
2023,north middlesex,07350000,"$54,102,217.19","2,976.9","$18,174.01","$62,941,165.27","3,175.0","$19,823.99",7350000,149,96,3.4,0,0,0.7,0,0.1,1.5,1.6,4.3,3.3,0.1,89,49.3,50.7,117,570,536,12.5,26.8
2008,north reading,02170000,"$26,088,334.00","2,815.3","$9,266.63","$28,432,190.00","2,869.7","$9,907.72",2170000,163,93.9,1.8,0,0,4.3,0,0.8,2,0.5,0.6,NA,NA,96.2,49,51,146,530.5,533,11.2,11
2009,north reading,02170000,"$28,831,835.68","2,790.0","$10,333.95","$30,933,121.69","2,840.9","$10,888.46",2170000,168,94,2.4,0,1.8,1.8,0,0.7,2.2,0.4,0.5,NA,NA,96.2,48.8,51.2,130,535,550,11.2,11
2010,north reading,02170000,"$28,704,949.98","2,742.2","$10,467.85","$31,020,979.74","2,792.6","$11,108.28",2170000,184,96.2,1.6,0.5,0,1.6,0,0,2.3,0.5,1.2,1.5,0,94.5,48.7,51.3,159,543.5,556,11.2,11
2011,north reading,02170000,"$30,244,726.14","2,671.6","$11,320.83","$32,501,579.04","2,721.8","$11,941.21",2170000,171,93,4.7,0,1.8,0.6,0,0,2.5,0.5,1.3,1.5,0.1,94.1,48.8,51.2,148,528,553,11.2,11
2012,north reading,02170000,"$30,886,621.43","2,607.4","$11,845.75","$33,139,505.42","2,651.5","$12,498.40",2170000,159,96.9,1.9,0,0.6,0.6,0,0,2.6,0.5,1.6,1.5,0.1,93.7,49.1,50.9,154,534.5,562,11.2,11
2013,north reading,02170000,"$31,320,200.80","2,463.6","$12,713.18","$33,844,644.45","2,512.4","$13,471.04",2170000,159,95,1.3,0,0.6,3.1,0,0,2.8,0.4,1.6,1.6,0.1,93.4,49.2,50.8,150,546.5,577,11.2,11
2014,north reading,02170000,"$32,563,563.62","2,592.9","$12,558.74","$35,090,941.24","2,640.2","$13,291.02",2170000,184,93.5,3.3,0,0.5,2.7,0,0,2.9,0.5,1.6,1.8,0.1,93.2,49,51,169,0,540,11.2,11
2015,north reading,02170000,"$34,140,231.00","2,546.2","$13,408.31","$36,560,937.00","2,586.1","$14,137.48",2170000,174,95.4,2.3,0,0.6,1.7,0,0,2.7,0.5,1.8,2,0.1,92.9,49.3,50.7,156,0,548,11.2,11
2016,north reading,02170000,"$34,900,195.00","2,520.1","$13,848.73","$37,169,308.00","2,562.7","$14,503.96",2170000,188,94.1,3.2,0,0,2.7,0,0,2.8,0.4,1.9,2,0.1,92.8,50,50,166,0,554,11.2,11
2017,north reading,02170000,"$36,051,500.00","2,488.4","$14,487.82","$38,488,425.00","2,528.2","$15,223.65",2170000,180,98.3,0.6,0,0.6,0.6,0,0,2.8,0.5,2.1,2.1,0.1,92.3,49.9,50.1,280,591,576,11.2,11
2018,north reading,02170000,"$37,255,989.95","2,478.2","$15,033.49","$40,126,021.80","2,529.1","$15,865.73",2170000,209,99,0.5,0,0,0.5,0,0,3,0.5,2.3,2,0.1,92,49.8,50.2,246,575,574,11.2,11
2019,north reading,02170000,"$38,990,988.87","2,405.2","$16,211.12","$42,232,125.14","2,452.7","$17,218.63",2170000,180,97.2,1.7,0,0,1.1,0,0,3.4,0.7,2.1,2.2,0.1,91.5,49.6,50.4,231,565,567,11.2,11
2020,north reading,02170000,"$39,301,051.34","2,407.7","$16,323.07","$42,552,332.31","2,448.5","$17,378.94",2170000,197,99,1,0,0,0,0,0,3.6,0.6,2.3,2.4,0.2,91.1,49.5,50.5,112,562,557,11.2,11
2021,north reading,02170000,"$41,923,203.77","2,329.2","$17,998.97","$45,061,423.93","2,367.2","$19,035.75",2170000,180,97.8,1.1,0,0,1.1,0,0,3.4,0.6,2.8,2.5,0.2,90.5,49.7,50.3,251,575,571,11.2,11
2022,north reading,02170000,"$44,130,618.78","2,332.3","$18,921.50","$47,288,599.60","2,371.3","$19,942.06",2170000,157,99.4,0.6,0,0,0,0,0,3.7,0.6,3.2,2.9,0.2,89.4,49.9,50.1,166,581,576,11.2,11
2023,north reading,02170000,"$46,392,413.01","2,361.4","$19,646.15","$50,157,969.29","2,405.4","$20,852.24",2170000,171,94.7,4.7,0,0,0.6,0,0.1,4.1,0.6,3.4,2.8,0.1,88.9,49.4,50.6,141,586,580,11.2,11
2008,northampton,02100000,"$31,697,012.04","2,808.2","$11,287.31","$35,400,688.04","3,048.1","$11,614.02",2100000,198,93.9,1.5,0.5,2.5,1.5,0,0.5,4.5,3.6,11.5,NA,NA,80,49.3,50.7,165,551.5,572,10.4,31.5
2009,northampton,02100000,"$31,380,679.66","2,788.2","$11,254.94","$35,636,681.66","3,056.3","$11,660.19",2100000,206,94.2,1,0.5,1,3.4,0,0.4,4.8,5.1,11.3,NA,NA,78.4,49.8,50.2,168,560,565,10.4,31.5
2010,northampton,02100000,"$31,528,176.79","2,699.7","$11,678.40","$36,087,644.79","2,990.3","$12,068.24",2100000,197,92.4,3,0,2,2.5,0,0.2,4.6,4.2,12.4,2.8,0,75.7,50.1,49.9,174,563.5,569,10.4,31.5
2011,northampton,02100000,"$32,835,864.99","2,697.3","$12,173.61","$37,851,971.99","3,005.0","$12,596.33",2100000,212,92.5,0.9,0.5,2.4,3.3,0.5,0.1,4.6,3.6,12.9,3,0,75.9,50.5,49.5,197,559,559,10.4,31.5
2012,northampton,02100000,"$32,379,171.31","2,704.7","$11,971.45","$37,797,458.29","3,017.1","$12,527.74",2100000,190,91.1,3.2,0,1.1,4.7,0,0.2,4.5,3.5,13.2,3.3,0,75.3,49.6,50.4,168,552.5,544,10.4,31.5
2013,northampton,02100000,"$32,823,378.42","2,722.8","$12,055.01","$37,899,565.69","3,025.7","$12,525.88",2100000,209,93.8,1.4,0.5,1.9,1.9,0.5,0.2,4.5,3.3,13.6,3.5,0,74.9,49.5,50.5,180,559,565,10.4,31.5
2014,northampton,02100000,"$34,628,662.00","2,732.1","$12,674.74","$40,116,101.00","3,039.5","$13,198.26",2100000,183,93.4,3.8,0.5,0,2.2,0,0.3,4.4,3.1,14.5,3.5,0,74.2,50,50,180,0,560,10.4,31.5
2015,northampton,02100000,"$36,138,824.00","2,664.6","$13,562.57","$41,896,329.00","2,980.5","$14,056.81",2100000,200,97,0.5,0.5,0.5,1.5,0,0.3,4.2,3.1,14.5,3.7,0,74.2,49.7,50.3,183,0,572,10.4,31.5
2016,northampton,02100000,"$35,875,857.00","2,621.3","$13,686.28","$42,063,497.00","2,949.7","$14,260.26",2100000,210,93.8,1,1.4,1.4,2.4,0,0.4,4,2.8,17.3,3.9,0,71.6,49.6,50.4,183,0,576,10.4,31.5
2017,northampton,02100000,"$38,493,263.00","2,684.3","$14,340.15","$44,661,839.00","2,991.0","$14,932.08",2100000,198,98.5,0.5,0.5,0,0.5,0,0.4,4,2.7,17.7,4.3,0,70.9,49.7,50.3,241,606,589,10.4,31.5
2018,northampton,02100000,"$39,007,016.00","2,689.3","$14,504.52","$45,292,959.28","2,982.2","$15,187.77",2100000,201,95,1.5,1.5,0,2,0,0.3,4.2,2.7,16,4.7,0,72,50,50,244,608,594,10.4,31.5
2019,northampton,02100000,"$40,111,139.00","2,647.9","$15,148.28","$46,093,680.00","2,943.4","$15,660.01",2100000,193,94.3,3.6,0,0.5,1.6,0,0.3,4,2.6,16.9,4.9,0,71.3,50,50,231,599,591,10.4,31.5
2020,northampton,02100000,"$42,502,377.00","2,741.8","$15,501.63","$48,114,609.44","3,020.4","$15,929.88",2100000,188,94.7,1.6,0.5,1.1,2.1,0,0.3,3.9,2.7,17.2,5.7,0,70.2,49.8,50.2,139,608,602,10.4,31.5
2021,northampton,02100000,"$45,375,243.87","2,607.2","$17,403.82","$50,747,199.87","2,880.7","$17,616.27",2100000,207,96.1,2.4,0,0.5,1,0,0.2,4.2,2.8,16.8,6.1,0,69.8,50.5,49.5,145,616,596,10.4,31.5
2022,northampton,02100000,"$49,359,014.62","2,670.3","$18,484.45","$54,837,120.62","2,940.3","$18,650.18",2100000,200,97,1.5,0,0.5,1,0,0.2,4.3,2.6,16,6.2,0,70.8,49.8,50.2,179,618,583,10.4,31.5
2023,northampton,02100000,"$51,408,941.55","2,614.8","$19,660.75","$56,523,002.72","2,895.0","$19,524.35",2100000,221,96.4,1.4,0,0,2.3,0,0.2,3.9,2.8,16.7,6.6,0,69.8,48.4,51.6,121,643,599,10.4,31.5
2008,northboro-southboro,07300000,"$17,222,299.30","1,391.3","$12,378.57","$17,840,327.16","1,417.6","$12,584.88",7300000,304,97,2,0,0.3,0.7,0,0.3,6.1,1,1.6,NA,NA,91,49.4,50.6,318,553,569,10.9,13
2009,northboro-southboro,07300000,"$18,434,060.54","1,386.2","$13,298.17","$18,942,974.20","1,414.1","$13,395.69",7300000,342,96.8,1.2,0,0.6,1.5,0,0.1,5.6,1.4,1.2,NA,NA,91.8,49.4,50.6,293,559,576,10.9,13
2010,northboro-southboro,07300000,"$18,749,016.19","1,385.8","$13,529.38","$19,430,792.21","1,418.8","$13,695.23",7300000,331,98.2,1.5,0,0,0.3,0,0,5.7,1,1.3,0,0.1,91.9,49.4,50.6,305,560,580,10.9,13
2011,northboro-southboro,07300000,"$19,386,262.85","1,414.4","$13,706.35","$19,930,965.93","1,437.5","$13,865.02",7300000,339,95.9,2.9,0,0.6,0.6,0,0.1,5.2,1.1,1.4,0.3,0.1,92,47.9,52.1,329,561,576,10.9,13
2012,northboro-southboro,07300000,"$19,267,946.68","1,415.1","$13,615.96","$20,043,903.61","1,442.0","$13,900.07",7300000,310,96.8,1.9,0,0,1.3,0,0.3,4.9,1.1,1.4,0.3,0.3,91.7,48.4,51.6,322,568.5,585,10.9,13
2013,northboro-southboro,07300000,"$19,264,059.04","1,444.5","$13,336.14","$20,331,143.65","1,484.2","$13,698.39",7300000,336,97.9,1.5,0.3,0,0.3,0,0.4,5.5,1.1,1.1,0.8,0.5,90.7,49,51,332,568,579,10.9,13
