,Year,District Name,District Code_x,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,District Code_y,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,Tests Taken,Reading / Writing,Math
4094,2009,Carver,520000,136,89,2.2,0,1.5,7.4,0,520000,0.1,0.1,2.9,0.1, , ,96.8,49.6,50.4,89,517,516
4095,2009,Central Berkshire,6350000,132,93.2,2.3,0,3,1.5,0,6350000,0,1.1,1.4,0.5, , ,97,47.8,52.2,90,511.5,538
4096,2009,Chatham,550000,48,91.7,4.2,0,0,4.2,0,550000,0.1,1.1,2.7,2.4, , ,93.7,46.1,53.9,42,530,542
4097,2009,Chelmsford,560000,420,93.3,1.7,0.2,1,3.8,0,560000,0.1,7.6,1.1,1.2, , ,90,48.4,51.6,303,524,534
4098,2009,Chelsea,570000,292,53.8,18.2,1.4,2.4,24.3,0,570000,0.2,3.5,7.7,74.6, , ,14,49.6,50.4,113,420,449
4099,2009,Chicopee,610000,629,73.9,6.7,0.3,4,15.1,0,610000,0.1,1.4,3.3,20.9, , ,74.3,48.4,51.6,224,479,477
4100,2009,City On A Hill Charter Public (District),4370000,36,86.1,2.8,0,0,11.1,0,4370000,0,1.7,83.5,12.3, , ,2.5,54.7,45.3,53,396,404
4101,2009,Clinton,640000,131,86.3,0.8,0,5.3,7.6,0,640000,0.1,1,3.8,19.7, , ,75.3,48.4,51.6,87,498,510
4102,2009,Codman Academy Charter Public (District),4380000,22,59.1,9.1,0,0,31.8,0,4380000,0,1.9,85.7,11.4, , ,1,46.7,53.3,16,422,436
4103,2009,Cohasset,650000,104,91.3,0,0,1,7.7,0,650000,0,1,2.9,0.7, , ,95.3,47.6,52.4,87,551.5,561
4104,2009,Community Charter School of Cambridge (District),4360000,19,84.2,5.3,0,0,0,10.5,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,24,449,453
4105,2009,Concord-Carlisle,6400000,298,98,1.3,0,0.3,0.3,0,6400000,0,2.8,5.6,1.5, , ,90.1,52.8,47.2,290,601,617
4106,2009,Danvers,710000,216,88.4,5.1,0,1.4,5.1,0,710000,0.1,1.2,0.9,2, , ,95.7,52.1,47.9,156,507.5,524
4107,2009,Dartmouth,720000,292,92.5,2.4,0,0.7,4.5,0,720000,0.4,2.4,1.4,0.8, , ,95,48.8,51.2,222,509.5,544
4108,2009,Dedham,730000,171,91.2,4.7,0,2.9,1.2,0,730000,0.6,2.5,4.3,5, , ,87.6,49.6,50.4,128,506.5,533
4109,2009,Dennis-Yarmouth,6450000,224,82.6,6.3,0,2.2,8.9,0,6450000,1.1,1.5,5.2,3.3, , ,88.9,47.6,52.4,133,484,501
4110,2009,Dighton-Rehoboth,6500000,246,83.3,4.1,0.4,2.8,9.3,0,6500000,0.1,1.2,0.8,0.9, , ,97,47.6,52.4,166,495,504
4111,2009,Douglas,770000,104,88.5,1.9,1,1,7.7,0,770000,0,0.9,0.3,0.8, , ,98,50.1,49.9,73,506,499
4112,2009,Dover-Sherborn,6550000,141,100,0,0,0,0,0,6550000,0.3,3.5,1.5,0.9, , ,93.9,49,51,131,589.5,616
4113,2009,Dracut,790000,280,85,6.1,0,2.9,6.1,0,790000,0.1,3.5,1.6,2.2, , ,92.6,47.4,52.6,163,491,509
4114,2009,Dudley-Charlton Reg,6580000,294,88.4,2,0,5.1,4.4,0,6580000,0.1,0.3,0.6,1.5, , ,97.4,49.7,50.3,218,499,519
4115,2009,Duxbury,820000,238,94.1,2.1,0,0.4,3.4,0,820000,0.2,0.9,0.4,0.5, , ,98.1,47.9,52.1,214,545,551
4116,2009,East Bridgewater,830000,150,90,1.3,0,0.7,8,0,830000,0.1,0.5,1.4,0.6, , ,97.4,49.8,50.2,110,477.5,492
4117,2009,East Longmeadow,870000,221,94.1,1.8,0,1.8,2.3,0,870000,0.1,1.4,2.5,1, , ,94.9,50,50,160,503,520
4118,2009,Easthampton,860000,118,84.7,5.9,1.7,2.5,5.1,0,860000,0.3,4,1.8,3.9, , ,90,49.6,50.4,71,479.5,485
4119,2009,Easton,880000,261,99.2,0,0,0,0.8,0,880000,0.2,2.7,3.1,1.9, , ,92.2,48.8,51.2,200,526,544
4120,2009,Essex Agricultural Technical,9130000,86,90.7,1.2,0,2.3,5.8,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,44,450.5,445
4121,2009,Everett,930000,385,78.7,6.5,0.8,1,12.2,0.8,930000,0.2,5.7,10.9,17.5, , ,65.6,48.5,51.5,208,432.5,445
4122,2009,Fairhaven,940000,149,85.9,3.4,0,0,10.1,0.7,940000,0.2,0.4,1.4,0.7, , ,97.3,49.1,50.9,84,509,512
4123,2009,Fall River,950000,651,65.1,3.5,2,5.4,23.8,0.2,950000,0.6,4.7,8.7,10.6, , ,75.4,48.5,51.5,229,450,457
4124,2009,Falmouth,960000,272,84.6,4.4,0,4.4,6.6,0,960000,1.2,0.9,3.7,2.5, , ,91.8,49.7,50.3,168,510,532
4125,2009,Fitchburg,970000,319,77.7,6,0.6,1.9,13.5,0.3,970000,0.4,8.7,6.6,34.6, , ,49.7,49.6,50.4,145,452,472
4126,2009,Four Rivers Charter Public (District),4130000,27,88.9,0,0,3.7,7.4,0,4130000,0,2,0,0, , ,98,42.2,57.8,18,542.5,534
4127,2009,Foxborough,990000,224,91.5,5.8,0.4,0,2.2,0,990000,0.1,1.9,2.7,1.1, , ,94.3,49.1,50.9,163,531.5,546
4128,2009,Foxborough Regional Charter (District),4460000,31,93.5,3.2,0,3.2,0,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,25,542,521
4129,2009,Framingham,1000000,503,91.3,3.2,0,0.8,4.8,0,1000000,0.3,6.4,7.3,18, , ,68,50,50,378,522,561
4130,2009,Francis W. Parker Charter Essential (District),4780000,51,94.1,5.9,0,0,0,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,41,580,578
4131,2009,Franklin,1010000,351,97.4,1.4,0.3,0.6,0.3,0,1010000,0.5,2.6,1.1,0.9, , ,94.9,49,51,282,543,561
4132,2009,Franklin County Regional Vocational Technical,8180000,113,87.6,4.4,0.9,0,7.1,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8,nil,nil
4133,2009,Freetown-Lakeville,6650000,202,90.6,3,0,2.5,4,0,6650000,0.4,0.3,1.6,0.4, , ,97.4,49.2,50.8,140,528.5,532
4134,2009,Frontier,6700000,99,94.9,2,0,0,3,0,6700000,0.3,2.3,1.5,1.1, , ,94.8,50.4,49.6,63,517.5,520
4135,2009,Gardner,1030000,225,74.7,5.8,0,4.9,14.2,0.4,1030000,0.5,2.4,3.8,7.1, , ,86.1,48.9,51.1,131,502.5,512
4136,2009,Gateway,6720000,81,84,7.4,0,2.5,6.2,0,6720000,0.5,0.2,0.8,1.6, , ,96.9,50.3,49.7,44,501,503
4137,2009,Georgetown,1050000,97,99,0,0,0,1,0,1050000,0.2,1.4,0.4,1.6, , ,96.4,48.9,51.1,67,568,584
4138,2009,Gill-Montague,6740000,86,79.1,4.7,0,11.6,4.7,0,6740000,0.7,0.7,1.8,6.5, , ,90.2,51.1,48.9,40,494,486
4139,2009,Gloucester,1070000,279,82.1,9.3,0.4,2.2,6.1,0,1070000,0.1,1.1,1.3,3, , ,94.5,48,52,153,499.5,498
4140,2009,Grafton,1100000,161,85.7,5.6,1.2,0.6,6.8,0,1100000,0.9,3.5,1.2,1.8, , ,92.6,48.8,51.2,126,525.5,543
4141,2009,Granby,1110000,81,93.8,2.5,0,1.2,2.5,0,1110000,0.1,0.3,0.3,0.4, , ,98.9,52,48,36,523,503
4142,2009,Greater Fall River Regional Vocational Technical,8210000,318,93.1,1.9,0.6,0.6,3.5,0.3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,109,440.5,446
4143,2009,Greater Lawrence Regional Vocational Technical,8230000,282,73,12.4,1.1,1.8,10.6,1.1,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,88,383,403
4144,2009,Greater Lowell Regional Vocational Technical,8280000,424,93.2,3.1,0.5,0.5,2.8,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,84,432,455
4145,2009,Greater New Bedford Regional Vocational Technical,8250000,435,89.2,5.3,0.5,0.7,3.4,0.9,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,204,410.5,422
4146,2009,Greenfield,1140000,102,78.4,6.9,1,4.9,8.8,0,1140000,0.5,2,3.2,7.6, , ,86.8,48.6,51.4,41,476.5,487
4147,2009,Groton-Dunstable,6730000,189,97.9,1.6,0,0,0,0.5,6730000,0,1.2,0.1,0.3, , ,98.4,47.2,52.8,169,539,579
4148,2009,Hadley,1170000,43,95.3,0,0,0,4.7,0,1170000,0.8,2.3,2,3.7, , ,91.1,51,49,27,533,536
4149,2009,Hamilton-Wenham,6750000,181,97.2,1.1,0,0,1.7,0,6750000,0.2,2.6,0.7,0.7, , ,95.9,51.1,48.9,142,579.5,572
4150,2009,Hampden-Wilbraham,6800000,337,93.2,2.4,0.3,2.1,2.1,0,6800000,0.2,1.9,2.4,1.1, , ,94.4,48.8,51.2,256,528,553
4151,2009,Hampshire,6830000,133,92.5,0.8,0,1.5,5.3,0,6830000,0,0.1,0.2,1.3, , ,98.4,52.4,47.6,91,531.5,532
4152,2009,Hanover,1220000,157,96.8,1.3,0,0,1.9,0,1220000,0,1.2,1,0.5, , ,97.3,49.4,50.6,145,498,504
4153,2009,Harvard,1250000,95,95.8,1.1,0,0,3.2,0,1250000,0.1,4.7,1.5,1.3, , ,92.4,52.4,47.6,93,623.5,608
4154,2009,Harwich,1260000,97,80.4,6.2,0,5.2,8.2,0,1260000,0.3,1.1,2.4,1.4, , ,94.9,47.4,52.6,58,518.5,502
4155,2009,Hatfield,1270000,24,91.7,4.2,0,0,4.2,0,1270000,0,2.1,0.2,0.6, , ,97,46.8,53.2,17,542,532
4156,2009,Haverhill,1280000,488,68.4,11.9,0.8,3.7,15.2,0,1280000,0,1.6,3.2,18.3, , ,76.9,47.8,52.2,255,485,495
4157,2009,Health Careers Academy Charter (District),4520000,38,100,0,0,0,0,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,41,420,428
4158,2009,Hingham,1310000,240,97.1,2.1,0,0,0.8,0,1310000,0.1,2,1.4,1, , ,95.6,49.1,50.9,210,572,576
4159,2009,Holbrook,1330000,81,80.2,8.6,0,1.2,9.9,0,1330000,0.3,3.7,9.6,4.5, , ,82,47.9,52.1,45,478.5,502
4160,2009,Holliston,1360000,246,95.9,2,0,0.4,1.6,0,1360000,0.1,1.7,1.1,1.2, , ,95.9,48.6,51.4,203,576.5,593
4161,2009,Holyoke,1370000,450,55.1,12.2,2.2,2.2,27.8,0.4,1370000,0.2,1.1,3.7,73.8, , ,21.2,48.5,51.5,134,464,484
4162,2009,Hopedale,1380000,73,93.2,2.7,0,1.4,2.7,0,1380000,0.2,2.3,1.3,2.1, , ,94.1,49.8,50.2,51,554.5,559
4163,2009,Hopkinton,1390000,220,96.8,0.9,0,0.5,1.8,0,1390000,0.1,2.4,0.9,1, , ,95.6,49.3,50.7,187,545,552
4164,2009,Hudson,1410000,191,85.3,6.8,0,2.1,5.8,0,1410000,0,1.9,1.5,3.5, , ,93.1,48.3,51.7,143,509.5,520
4165,2009,Hull,1420000,90,84.4,6.7,0,3.3,5.6,0,1420000,0.8,0.7,1.7,1.8, , ,95,47.9,52.1,63,482.5,490
4166,2009,Ipswich,1440000,162,91.4,3.1,0,1.2,4.3,0,1440000,0.1,2.2,1.3,1.3, , ,95.1,51.7,48.3,117,533.5,527
4167,2009,King Philip,6900000,251,92.8,3.6,0,0.4,3.2,0,6900000,0.1,1.7,1.1,0.6, , ,96.5,53.1,46.9,210,550,543
4168,2009,Lawrence,1490000,656,49.8,16,2.9,2.7,28.5,0,1490000,0.1,3,2.4,85.4, , ,9.1,48.4,51.6,306,383.5,397
4169,2009,Lee,1500000,80,80,6.3,0,1.3,12.5,0,1500000,1.3,1.7,0.8,7.7, , ,88.5,49.3,50.7,42,496,488
4170,2009,Leicester,1510000,128,88.3,0.8,0,4.7,6.3,0,1510000,0.4,1.6,2.2,1.8, , ,94,48.5,51.5,91,498.5,494
4171,2009,Lenox,1520000,61,96.7,1.6,0,0,1.6,0,1520000,0,1.2,0.7,2.9, , ,95.2,50.9,49.1,48,561,547
4172,2009,Leominster,1530000,379,86.5,2.9,1.3,2.6,6.6,0,1530000,0.3,4,5.2,19.7, , ,70.8,47.9,52.1,230,482,494
4173,2009,Lexington,1550000,462,95.2,3.5,0,0.4,0.9,0,1550000,0.1,19.6,4.6,2.1, , ,73.6,49.3,50.7,427,621,641
4174,2009,Lincoln-Sudbury,6950000,392,96.2,2.6,0,0.8,0.5,0,6950000,0,3.5,5.3,1.1, , ,90,50.2,49.8,351,598,616
4175,2009,Littleton,1580000,100,93,1,1,0,5,0,1580000,0.1,2.3,0.3,1, , ,96.4,51.1,48.9,82,531,536
4176,2009,Longmeadow,1590000,235,97,1.3,0,0.4,1.3,0,1590000,0.1,5.4,2.8,0.9, , ,90.9,47.2,52.8,184,558,578
4177,2009,Lowell,1600000,685,73.6,10.9,1.3,2.6,11.4,0.1,1600000,0.2,29.3,6,21.5, , ,43,48.2,51.8,398,455.5,477
4178,2009,Ludlow,1610000,274,88,2.9,1.5,0.7,6.6,0.4,1610000,0.2,0.7,1.2,3, , ,95,48.6,51.4,156,470,499
4179,2009,Lunenburg,1620000,130,95.4,3.1,0,0,1.5,0,1620000,0.3,1.9,0.9,1.4, , ,95.5,48.2,51.8,114,520.5,546
4180,2009,Lynn,1630000,970,73.8,8.7,1.3,3.1,13.1,0,1630000,0.3,11.5,15.9,36.1, , ,36.3,48.2,51.8,456,424,445
4181,2009,Lynnfield,1640000,148,95.9,2,0,2,0,0,1640000,0.5,3,1.8,1.2, , ,93.5,47.7,52.3,114,551.5,578
4182,2009,Malden,1650000,348,81.9,6.9,0.9,2.3,8,0,1650000,0.3,20.6,18.4,10, , ,50.7,48.5,51.5,266,465.5,490
4183,2009,Manchester Essex Regional,6980000,89,96.6,0,0,1.1,2.2,0,6980000,0,0.4,0.6,0, , ,99,50.4,49.6,82,560.5,566
4184,2009,Mansfield,1670000,325,95.7,0.6,0,1.8,1.8,0,1670000,0.2,1.9,3,0.8, , ,94.1,47.2,52.8,239,548.5,566
4185,2009,Marblehead,1680000,225,89.3,2.2,0,0.9,7.6,0,1680000,0.2,1.6,3.2,1.7, , ,93.3,48.7,51.3,183,560.5,583
4186,2009,Marlborough,1700000,243,88.9,4.9,0,2.1,4.1,0,1700000,0.3,3.7,3.1,23.8, , ,69.2,48.9,51.1,183,497.5,517
4187,2009,Marshfield,1710000,289,92.7,2.8,1,1,2.4,0,1710000,0.3,0.8,0.6,0.9, , ,97.4,48.5,51.5,224,508,526
4188,2009,Marthas Vineyard,7000000,188,96.8,1.1,0,1.1,1.1,0,7000000,4.1,0.6,2.5,7.8, , ,85,46.8,53.2,160,534,532
4189,2009,Masconomet,7050000,356,98,1.4,0,0.3,0.3,0,7050000,0,0.9,0.5,0.7, , ,97.8,51.2,48.8,307,542.5,567
4190,2009,Mashpee,1720000,139,84.2,2.9,0,0.7,12.2,0,1720000,5.4,1.2,3.7,1.8, , ,87.9,49,51,82,462,470
4191,2009,MATCH Charter Public High (District),4690000,30,56.7,33.3,0,0,10,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,24,457,512
4192,2009,Maynard,1740000,78,89.7,2.6,1.3,2.6,3.8,0,1740000,0.1,1.9,1.7,4.4, , ,91.9,47.4,52.6,61,506,527
4193,2009,Medfield,1750000,214,98.1,0.5,0,0.9,0.5,0,1750000,0.1,2.7,0.5,0.8, , ,95.9,50,50,192,577,592
4194,2009,Medford,1760000,344,89,4.4,0.9,1.7,4.1,0,1760000,0.6,6.1,16.1,7.9, , ,69.3,48.1,51.9,244,487.5,496
4195,2009,Medway,1770000,201,97.5,0,0,1,1.5,0,1770000,0.1,1.4,0.8,0.7, , ,97,49.6,50.4,182,557.5,572
4196,2009,Melrose,1780000,206,95.1,0,0.5,1,3.4,0,1780000,0.4,2.8,4.8,2.1, , ,89.8,49.2,50.8,154,513.5,520
4197,2009,Mendon-Upton,7100000,172,95.3,2.9,0,1.2,0.6,0,7100000,0.5,0.8,0.4,0.9, , ,97.3,48.8,51.2,136,536.5,548
4198,2009,Methuen,1810000,476,81.7,4.6,0.6,5.5,7.4,0.2,1810000,0.5,2.8,1.8,17.9, , ,77,48.6,51.4,268,470.5,484
4199,2009,Middleborough,1820000,206,88.3,3.4,0,1.9,5.8,0.5,1820000,0.1,1,2.6,1.3, , ,94.9,47.8,52.2,106,506.5,509
4200,2009,Milford,1850000,273,88.6,3.7,0,0.7,7,0,1850000,0.2,2.5,2.2,8.8, , ,86.3,48.1,51.9,198,485.5,504
4201,2009,Millbury,1860000,137,92,3.6,0,2.9,1.5,0,1860000,0.7,1.5,1.9,2.2, , ,93.7,47.7,52.3,90,476.5,503
4202,2009,Millis,1870000,77,90.9,2.6,0,0,6.5,0,1870000,0.2,3.1,1.3,1.4, , ,93.9,50.1,49.9,71,545.5,542
4203,2009,Milton,1890000,227,94.3,2.6,0,0.9,1.8,0.4,1890000,0,3.9,18.4,2.4, , ,75.2,48,52,222,517,521
4204,2009,Minuteman Regional Vocational Technical,8300000,131,91.6,2.3,0,3.1,3.1,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,65,458.5,482
4205,2009,Mohawk Trail,7170000,91,83.5,4.4,0,5.5,6.6,0,7170000,0.6,0.7,1.5,0.9, , ,96.3,46.2,53.8,55,496.5,511
4206,2009,Monson,1910000,102,89.2,1,0,1,8.8,0,1910000,0,0.5,1.3,1.7, , ,96.6,50.5,49.5,56,500.5,513
4207,2009,Montachusett Regional Vocational Technical,8320000,303,93.1,1.7,0,1,4,0.3,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,113,454.5,473
4208,2009,Mount Greylock,7150000,92,84.8,5.4,0,1.1,8.7,0,7150000,0.1,2.3,1.6,1.9, , ,94,49.5,50.5,77,578,574
4209,2009,Mystic Valley Regional Charter (District),4700000,41,100,0,0,0,0,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,38,514,525
4210,2009,Nantucket,1970000,85,96.5,0,0,0,2.4,1.2,1970000,0.2,0.9,9.7,5.7, , ,83.5,48.3,51.7,78,496,514
4211,2009,Narragansett,7200000,104,75,3.8,0,5.8,14.4,1,7200000,0.1,0.5,1.1,1, , ,97.4,49.3,50.7,49,471.5,491
4212,2009,Nashoba,7250000,193,95.9,1.6,0.5,1.6,0.5,0,7250000,0.1,2.4,1.1,2.9, , ,93.6,47.8,52.2,172,557.5,576
4213,2009,Nashoba Valley Regional Vocational Technical,8520000,102,94.1,3.9,0,1,1,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,35,463.5,501
4214,2009,Natick,1980000,278,93.9,4,0.4,1.4,0.4,0,1980000,0.3,4.9,3,2.1, , ,89.7,48.2,51.8,213,540.5,553
4215,2009,Nauset,6600000,227,92.1,2.6,0.4,1.8,3.1,0,6600000,0.1,1.1,1.3,1.3, , ,96.2,49.9,50.1,165,537,545
4216,2009,Needham,1990000,305,97.4,1,0.3,0.3,1,0,1990000,0.1,6,3.3,2.5, , ,88.1,48.1,51.9,279,586.5,597
4217,2009,New Bedford,2010000,619,61.2,13.2,1.9,2.3,21,0.3,2010000,0.4,0.9,15.1,20, , ,63.6,48.5,51.5,299,433,446
4218,2009,New Leadership Charter (District),4710000,25,64,4,0,4,28,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,25,400,410
4219,2009,Newburyport,2040000,161,96.3,1.2,0,1.2,1.2,0,2040000,0.4,1.4,1,1.3, , ,95.8,47.8,52.2,136,555.5,571
4220,2009,Newton,2070000,845,96.3,1.7,0,0,2,0,2070000,0.1,12.5,5.4,3.4, , ,78.6,48.7,51.3,767,604.5,619
4221,2009,Norfolk County Agricultural,9150000,91,100,0,0,0,0,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,79,474,495
4222,2009,North Adams,2090000,117,77.8,6,1.7,0.9,13.7,0,2090000,0.9,1.4,4.4,3.8, , ,89.6,51.2,48.8,71,460,463
4223,2009,North Andover,2110000,304,98,1,0,0,1,0,2110000,0.5,6.1,0.9,3.1, , ,89.4,47.7,52.3,236,529,561
4224,2009,North Attleborough,2120000,288,89.9,3.8,0,1.7,4.5,0,2120000,0.3,2.5,1.5,1.3, , ,94.3,47.5,52.5,229,515.5,533
4225,2009,North Brookfield,2150000,47,91.5,0,0,2.1,6.4,0,2150000,1,0.3,1.5,0.8, , ,96.4,52.6,47.4,22,478.5,510
4226,2009,North Central Charter Essential (District),4740000,37,81.1,10.8,0,0,8.1,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,30,502,477
4227,2009,North Middlesex,7350000,264,93.2,2.7,0,1.5,2.7,0,7350000,0.1,0.8,0.5,0.8, , ,97.9,49.1,50.9,219,502.5,517
4228,2009,North Reading,2170000,168,94,2.4,0,1.8,1.8,0,2170000,0.7,2.2,0.4,0.5, , ,96.2,48.8,51.2,130,535,550
4229,2009,North Shore Regional Vocational Technical,8540000,95,97.9,0,0,1.1,1.1,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,52,435.5,438
4230,2009,Northampton,2100000,206,94.2,1,0.5,1,3.4,0,2100000,0.4,4.8,5.1,11.3, , ,78.4,49.8,50.2,168,560,565
4231,2009,Northampton-Smith Vocational Agricultural,4060000,119,89.9,0.8,0,0.8,7.6,0.8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil
4232,2009,Northboro-Southboro,7300000,342,96.8,1.2,0,0.6,1.5,0,7300000,0.1,5.6,1.4,1.2, , ,91.8,49.4,50.6,293,559,576
4233,2009,Northbridge,2140000,148,85.8,5.4,0,1.4,7.4,0,2140000,0.3,0.7,2.1,2.9, , ,94,48.1,51.9,97,507.5,502
4234,2009,Northeast Metropolitan Regional Vocational Technical,8530000,263,93.5,2.3,0,0.4,3.4,0.4,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,135,405.5,432
4235,2009,Northern Berkshire Regional Vocational Technical,8510000,114,95.6,0,0,0.9,3.5,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,43,445.5,461
4236,2009,Norton,2180000,155,82.6,2.6,0,3.2,11.6,0,2180000,0.2,0.9,1.5,0.6, , ,96.8,47.8,52.2,98,504.5,511
4237,2009,Norwell,2190000,152,98.7,0.7,0,0,0.7,0,2190000,0,2.6,1,0.9, , ,95.5,48.6,51.4,138,538,557
4238,2009,Norwood,2200000,249,86.7,3.6,0,1.2,8.4,0,2200000,0.1,5,6.9,4.1, , ,83.9,49.6,50.4,199,498.5,513
4239,2009,Old Colony Regional Vocational Technical,8550000,135,97.8,0,0,0.7,1.5,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,59,443,473
4240,2009,Old Rochester,7400000,152,94.1,2,1.3,0,2.6,0,7400000,0,0.5,2.6,1, , ,95.9,51.8,48.2,116,517.5,527
4241,2009,Oxford,2260000,113,84.1,3.5,0,3.5,8,0.9,2260000,0.2,1.8,2,3.9, , ,92.1,47.2,52.8,72,461,482
4242,2009,Palmer,2270000,103,84.5,3.9,0,2.9,8.7,0,2270000,0.2,1.6,1.1,1.8, , ,95.3,49.1,50.9,73,499.5,525
4243,2009,Pathfinder Regional Vocational Technical,8600000,134,74.6,14.9,1.5,0,9,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,17,430,446
4244,2009,Peabody,2290000,460,81.1,6.1,0,2.8,10,0,2290000,0.1,1.7,1.9,8.1, , ,88.3,49,51,288,485,506
4245,2009,Pembroke,2310000,209,94.7,1.4,0,0.5,3.3,0,2310000,0,1.5,0.9,0.2, , ,97.5,49.5,50.5,149,501,516
4246,2009,Pentucket,7450000,211,90,4.7,0,2.4,2.8,0,7450000,0,0.8,0.5,0.9, , ,97.8,49.4,50.6,159,535.5,536
4247,2009,Pioneer Valley,7500000,62,90.3,1.6,0,4.8,3.2,0,7500000,0,1.1,0.9,0.8, , ,97.2,48.7,51.3,46,491.5,476
4248,2009,Pioneer Valley Performing Arts Charter Public (District),4790000,50,76,14,0,2,8,0,4790000,1.2,1.5,7.7,6, , ,83.6,60.9,39.1,54,553,498
4249,2009,Pittsfield,2360000,487,76,5.3,0.2,6.6,11.9,0,2360000,0.2,1.6,10.2,4.6, , ,83.5,48.2,51.8,220,493.5,508
4250,2009,Plymouth,2390000,600,86.2,4.3,0,3.8,5.7,0,2390000,0.3,1,2.9,1.9, , ,93.9,48,52,363,495.5,510
4251,2009,Prospect Hill Academy Charter (District),4870000,54,72.2,22.2,0,0,5.6,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,54,483.5,495
4252,2009,Provincetown,2420000,16,93.8,0,0,0,6.3,0,2420000,0.8,0.8,7.3,6.5, , ,84.7,49.2,50.8,19,432.5,427
4253,2009,Quabbin,7530000,222,85.6,4.1,0,1.4,8.6,0.5,7530000,0.3,0.6,1.3,1.6, , ,96.1,49.2,50.8,165,504,508
4254,2009,Quaboag Regional,7780000,74,93.2,2.7,0,1.4,2.7,0,7780000,0.5,0.7,0.7,1, , ,97.1,51.1,48.9,48,503.5,535
4255,2009,Quincy,2430000,603,88.9,4,0.3,1,5.8,0,2430000,0.4,27.3,4.3,3.8, , ,64.1,47.7,52.3,427,457.5,518
4256,2009,Ralph C Mahar,7550000,96,87.5,4.2,0,2.1,6.3,0,7550000,0.6,1.3,2.3,2.1, , ,93.7,49.1,50.9,48,492,521
4257,2009,Randolph,2440000,187,70.6,4.3,1.6,6.4,15.5,1.6,2440000,0.3,14.2,45,6.9, , ,33.6,46.3,53.7,120,446.5,424
4258,2009,Reading,2460000,302,94,2.6,0,1.7,1.7,0,2460000,0.3,3.2,1.3,0.8, , ,94.4,48.8,51.2,243,538,563
4259,2009,Revere,2480000,340,71.5,11.2,0,2.6,14.4,0.3,2480000,0.3,9.1,4.9,26.2, , ,59.6,48.1,51.9,200,445.5,464
4260,2009,Rockland,2510000,173,83.8,2.9,0.6,1.7,11,0,2510000,0.3,1.5,3.4,3.5, , ,91.2,48.3,51.7,100,490,504
4261,2009,Rockport,2520000,84,89.3,3.6,0,2.4,4.8,0,2520000,0.3,1.5,0.6,1.4, , ,96.3,47.8,52.2,56,504.5,501
4262,2009,Sabis International Charter (District),4410000,83,94,2.4,0,1.2,2.4,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,60,441,462
4263,2009,Salem,2580000,288,78.5,5.9,1.7,1.7,12.2,0,2580000,0.3,3,5.1,29.7, , ,61.8,49.2,50.8,162,450.5,465
4264,2009,Salem Academy Charter (District),4850000,7,100,0,0,0,0,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,4,nil,nil
4265,2009,Sandwich,2610000,248,94,2.4,0,0.8,2.8,0,2610000,0.1,1.2,0.5,0.4, , ,97.8,48.1,51.9,197,532,540
4266,2009,Saugus,2620000,218,85.3,4.1,0,1.8,8.7,0,2620000,0.2,2.6,1.4,2.3, , ,93.4,49.4,50.6,150,482,496
4267,2009,Scituate,2640000,187,91.4,5.9,0,0,2.7,0,2640000,0,0.4,2.9,0.3, , ,96.4,50,50,159,525.5,543
4268,2009,Seekonk,2650000,150,87.3,4.7,0,0.7,6.7,0.7,2650000,0.5,1.5,1.1,1.2, , ,95.6,48.1,51.9,98,487.5,504
4269,2009,Sharon,2660000,250,94.8,3.2,0,0.4,1.6,0,2660000,0,8.2,5.1,1.2, , ,85.5,50.7,49.3,214,585,593
