...1,Year,District Name,District Code_x,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,District Code_y,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,Tests Taken,Reading / Writing,Math,Student / Teacher Ratio,Low Income %.y
2329,2016,wachusett,7750000,515,96.3,1.4,0.2,0.4,1.7,0,7750000,0.1,2.7,1.3,3.6,1.8,0.2,90.3,49.3,50.7,472,nil,554,14.3,16.4
2330,2016,wakefield,3050000,240,97.9,1.7,0,0.4,0,0,3050000,0.1,2.6,1.8,2.5,1.4,0.1,91.4,49.9,50.1,215,nil,537,11.7,17.2
2331,2016,walpole,3070000,272,96,3.3,0,0.4,0.4,0,3070000,0.2,3.9,4.6,3.6,1,0,86.8,50.7,49.3,272,nil,538,11.9,15.3
2332,2016,waltham,3080000,299,90.3,5.4,1,0.3,3,0,3080000,0.2,6.3,9.6,31.4,2.3,0.2,50.2,48.4,51.6,232,nil,500,10.3,47.6
2333,2016,ware,3090000,55,80,1.8,0,3.6,14.5,0,3090000,0.1,0.6,1.7,4.4,1.5,0.2,91.6,49.2,50.8,30,nil,487,12.6,64.7
2334,2016,wareham,3100000,135,80.7,5.9,1.5,0,11.9,0,3100000,1.4,1,7.8,5.4,9.4,0.1,75,47.2,52.8,77,nil,483,11,65.9
2335,2016,watertown,3140000,167,89.8,4.8,0,0,5.4,0,3140000,0.6,8,3.9,11.8,3.8,0.1,71.8,48.7,51.3,141,nil,534,10.2,35.7
2336,2016,wayland,3150000,224,97.8,1.3,0,0,0.9,0,3150000,0,13.2,4.9,3.5,3.9,0.1,74.4,49.6,50.4,201,nil,619,11.4,8.4
2337,2016,webster,3160000,89,67.4,5.6,1.1,1.1,23.6,1.1,3160000,0.8,1.3,4.6,13.3,4.3,0.1,75.7,49.1,50.9,53,nil,491,11.7,70.3
2338,2016,wellesley,3170000,354,97.2,1.7,0.6,0,0.6,0,3170000,0.1,8.6,4.4,4.6,4,0.1,78.3,50,50,306,nil,614,10.5,8.3
2339,2016,west boylston,3220000,56,92.9,3.6,0,0,3.6,0,3220000,0.1,1.3,1.4,4.8,1.4,0,90.9,52.1,47.9,48,nil,525,11.3,31.5
2340,2016,west bridgewater,3230000,104,97.1,1,0,0,1.9,0,3230000,0,0.8,2.5,1.7,2,0.5,92.6,49.1,50.9,94,nil,508,13.6,25.6
2341,2016,west springfield,3320000,269,89.2,4.5,1.5,0,4.8,0,3320000,0.3,4.8,3.2,15.6,2.6,0.1,73.4,47.9,52.1,145,nil,508,11.6,57.3
2342,2016,westborough,3210000,236,97.5,0.8,0,0,1.7,0,3210000,0.1,20.9,1.9,4.6,2.7,0,69.8,47.8,52.2,225,nil,608,11.6,15.8
2343,2016,westfield,3250000,396,90.4,3.5,0.5,0.3,5.3,0,3250000,0.1,2,1.2,10.6,0.8,0.1,85.2,48.4,51.6,201,nil,522,11.5,49.4
2344,2016,westford,3260000,400,97.8,1.5,0,0.3,0.5,0,3260000,0.1,17.5,0.5,1.1,2.3,0.1,78.4,48.7,51.3,382,nil,612,12.1,8.6
2345,2016,weston,3300000,184,94.6,4.9,0.5,0,0,0,3300000,0.2,10.8,6.7,3.8,3.9,0,74.6,49,51,143,nil,627,11.7,7.3
2346,2016,westport,3310000,73,89,1.4,2.7,5.5,1.4,0,3310000,0.3,0.5,0.8,2.6,1.6,0.1,94.1,49,51,49,nil,460,12.1,34.5
2347,2016,westwood,3350000,195,98.5,1,0,0.5,0,0,3350000,0.1,7.1,2.2,2.5,1.5,0.1,86.6,50.5,49.5,206,nil,578,12.1,7.9
2348,2016,weymouth,3360000,497,88.5,4.8,0,1.8,4.8,0,3360000,0.3,3.8,4.6,6.3,2.6,0.1,82.3,48.5,51.5,342,nil,510,12.3,40.5
2349,2016,whitman-hanson,7800000,287,93.7,4.2,0.7,0,1.4,0,7800000,0.3,0.6,1.9,2.1,2.1,0.2,92.8,48,52,222,nil,518,13.7,30.5
2350,2016,whittier regional vocational technical,8850000,299,98.7,0.3,0,0.3,0.3,0.3,8850000,0.2,0.5,1.2,14.9,2.6,0,80.7,43.7,56.3,164,nil,468,10.3,38.3
2351,2016,wilmington,3420000,194,95.4,2.1,0,1,1.5,0,3420000,0.1,4.2,1.1,2.5,2.2,0.2,89.8,49.1,50.9,181,nil,527,10.5,14.8
2352,2016,winchendon,3430000,69,85.5,7.2,0,0,7.2,0,3430000,0.1,1.8,1.8,4.6,2.3,0,89.3,49.7,50.3,28,nil,463,13.4,56.8
2353,2016,winchester,3440000,301,97.7,1.3,0.3,0.3,0.3,0,3440000,0.2,12.3,1,3.1,3.4,0.1,79.9,49.4,50.6,295,nil,617,12.6,7.2
2354,2016,winthrop,3460000,131,91.6,3.1,0.8,1.5,3.1,0,3460000,0.1,1,1.4,8.4,1.4,0.1,87.6,50.5,49.5,118,nil,493,12.5,37.2
2355,2016,woburn,3470000,319,92.2,3.1,0,1.3,3.4,0,3470000,0.1,7,5.1,8.1,1.8,0.1,77.7,49.8,50.2,260,nil,516,11.5,40.9
2356,2016,worcester,3480000,1504,84.6,8.6,1.3,0.8,4.7,0,3480000,0.3,8.1,13.6,38.4,3.3,0,36.4,48.2,51.8,969,nil,451,11.9,71.4
2358,2015,abington,10000,114,95.6,1.8,0,0,2.6,0,10000,0.1,1.4,1.7,2.8,0.5,0,93.3,49.6,50.4,93,nil,498,13.4,32.5
2360,2015,acton-boxborough,6000000,449,97.1,2.7,0,0,0.2,0,6000000,0.1,22.2,0.6,3.1,2,0,72,48.9,51.1,441,nil,636,12.9,11.5
2361,2015,adams-cheshire,6030000,81,86.4,9.9,0,1.2,2.5,0,6030000,0.4,0.7,2.7,1.3,0.1,0.1,94.7,47.8,52.2,58,nil,479,NA,NA
2363,2015,agawam,50000,295,93.2,1,1.7,0.3,3.7,0,50000,0.1,1.9,1.4,3.9,1.1,0.1,91.6,49.1,50.9,220,nil,515,12.6,43.1
2364,2015,amesbury,70000,127,90.6,3.1,1.6,0.8,3.9,0,70000,0.1,0.7,0.8,3.5,2.3,0,92.7,46.8,53.2,88,nil,545,10.7,33.4
2365,2015,amherst-pelham,6050000,225,92.4,4.4,0,1.3,1.8,0,6050000,0.1,8.7,7.5,12.5,7.2,0.1,63.9,49.9,50.1,192,nil,587,11.1,29
2366,2015,andover,90000,404,96.3,2.7,0,0.7,0.2,0,90000,0.2,11.6,1.4,3.5,2.4,0,80.8,49.3,50.7,398,nil,586,11.6,12.2
2367,2015,arlington,100000,271,94.5,2.2,0,0.7,2.6,0,100000,0.1,9.7,3.6,5,3.3,0.1,78.3,49.9,50.1,275,nil,583,12.2,10.6
2368,2015,ashburnham-westminster,6100000,152,96.7,2,0,0,1.3,0,6100000,0.1,1.2,0.9,3.4,1.8,0,92.4,49.4,50.6,143,nil,517,13.6,24.5
2369,2015,ashland,140000,163,93.9,3.7,0,0,2.5,0,140000,0.1,7.9,3,6.4,2,0,80.5,50,50,145,nil,576,13.1,21.8
2370,2015,assabet valley regional vocational technical,8010000,232,96.6,0.4,0,1.3,1.7,0,8010000,0.5,0.2,1.6,15.9,2.4,0,79.3,38,62,120,nil,457,9.9,43
2371,2015,athol-royalston,6150000,78,78.2,6.4,0,2.6,12.8,0,6150000,0.2,0.7,1.7,4.7,2.7,0.1,89.8,47.7,52.3,41,nil,483,12.8,64.1
2372,2015,attleboro,160000,403,84.9,8.7,0.5,1.2,4.7,0,160000,0.3,4.7,3.8,10.9,3.6,0.1,76.6,47.7,52.3,272,nil,493,14.9,40.5
2373,2015,auburn,170000,152,92.8,4.6,0.7,0.7,1.3,0,170000,0.3,2.6,0.9,3.6,2.2,0,90.3,50,50,135,nil,511,13.4,27.6
2374,2015,avon,180000,34,88.2,5.9,0,0,5.9,0,180000,0.6,4.1,23.6,6.1,2.3,0.1,63.1,48.1,51.9,36,nil,474,9.7,45.9
2375,2015,ayer shirley school district,6160000,54,90.7,3.7,0,1.9,3.7,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,39,nil,528,12.1,31.7
2376,2015,barnstable,200000,321,90,5.6,0.3,0.6,3.4,0,200000,0.9,1.9,5.1,5.7,4.2,0.4,81.7,49.6,50.4,243,nil,514,11.2,53.3
2377,2015,bedford,230000,197,97,2.5,0,0,0.5,0,230000,0.9,11.1,10.7,4.2,2.9,0.1,70.2,49.9,50.1,197,nil,585,11.2,13.3
2378,2015,belchertown,240000,170,94.7,2.4,0,2.4,0.6,0,240000,0.2,2.2,1.3,3.5,2,0.1,90.8,48.5,51.5,138,nil,533,12.3,24.5
2379,2015,bellingham,250000,166,96.4,2.4,0,0,1.2,0,250000,0.3,3.6,1.7,3.1,1.4,0,89.9,47.6,52.4,127,nil,500,12.9,31.6
2380,2015,belmont,260000,247,98,0.4,0.4,0.8,0.4,0,260000,0,13.9,4,3.9,4.7,0.1,73.4,51,49,271,nil,614,15,11.9
2382,2015,berkshire hills,6180000,103,95.1,3.9,0,0,1,0,6180000,0,1.1,1.4,5.8,2.5,0.4,88.8,49,51,98,nil,526,10,43.4
2383,2015,berlin-boylston,6200000,53,98.1,1.9,0,0,0,0,6200000,0.2,1.9,1.2,1,2.4,0,93.3,56.6,43.4,54,nil,524,11.9,17.4
2384,2015,beverly,300000,302,93,2.3,0,0.7,4,0,300000,0,1.9,2.4,7.3,2.2,0.1,86.1,49.6,50.4,240,nil,516,11.9,31.7
2385,2015,billerica,310000,346,88.4,6.1,0,2.6,2.9,0,310000,0.1,3.6,1.9,2.2,1.4,0.1,90.7,48.7,51.3,253,nil,522,13.6,25.6
2386,2015,blackstone valley regional vocational technical,8050000,269,98.9,0.4,0,0,0.7,0,8050000,0.1,0.6,0.4,2.4,1.9,0,94.5,43.8,56.2,235,nil,530,11.6,17.4
2387,2015,blackstone-millville,6220000,96,84.4,4.2,0,2.1,9.4,0,6220000,0.1,1,1.2,2.5,2.5,0,92.6,50.3,49.7,59,nil,524,12.9,35
2388,2015,blue hills regional vocational technical,8060000,173,97.7,1.7,0,0,0.6,0,8060000,0.1,1.2,18.4,6.5,3.7,0.1,70.1,43.2,56.8,116,nil,457,11.2,36.5
2389,2015,boston,350000,3114,75.7,13.2,0.4,1,9.7,0,350000,0.4,8.4,35.5,40.9,1.8,0.1,12.9,48.1,51.9,"2,522",nil,472,10.4,69.8
2393,2015,bourne,360000,104,91.3,1.9,0,1,5.8,0,360000,0.2,1.3,1.1,2.8,5.6,0.1,88.8,49.4,50.6,82,nil,485,10.7,38.5
2394,2015,braintree,400000,360,95.8,2.5,0,0,1.7,0,400000,0.1,9.5,4.1,4,1,0.1,81.1,48.4,51.6,344,nil,546,12.6,27.6
2395,2015,bridgewater-raynham,6250000,349,95.1,2.9,0.9,0,1.1,0,6250000,0.1,1.2,2.9,2,2.8,0,90.9,48.4,51.6,294,nil,524,15.9,26.4
2396,2015,bristol county agricultural,9100000,101,96,1,0,1,2,0,9100000,0,0.7,1.5,3.1,1.5,0,93.2,70.5,29.5,68,nil,520,12.8,32.1
2397,2015,bristol-plymouth regional vocational technical,8100000,290,97.2,0,0.3,0,2.4,0,8100000,0.1,0.6,3.3,5.1,2.1,0.1,88.8,45.9,54.1,180,nil,472,12.8,30.2
2398,2015,brockton,440000,947,83.6,6.9,2.4,0.4,6.7,0,440000,0.5,2.6,52,14.4,3.3,0.2,27,48.7,51.3,664,nil,436,15.5,74
2399,2015,brookline,460000,420,93.3,4.8,0,1,1,0,460000,0,18,7.2,9.3,6.9,0.1,58.6,49.1,50.9,420,nil,616,12.1,14.6
2400,2015,burlington,480000,236,96.2,2.1,0,0.8,0.8,0,480000,0.5,12.5,5.6,3,2.7,0.1,75.6,47.9,52.1,216,nil,550,10.7,20
2401,2015,cambridge,490000,372,92.5,3.8,0,0.3,3.5,0,490000,0.6,11,32.6,14.1,4.4,0.3,36.9,49.2,50.8,350,nil,537,9.1,35.5
2402,2015,canton,500000,207,95.7,2.9,0,0,1.4,0,500000,0.1,7.1,8.6,3.1,3.8,0,77.3,48.6,51.4,200,nil,541,12.6,20.9
2403,2015,cape cod regional vocational technical,8150000,111,90.1,3.6,0.9,1.8,3.6,0,8150000,1.3,0.4,4.2,7.9,3,0.3,82.8,35.6,64.4,48,nil,460,10.3,43
2404,2015,carver,520000,97,93.8,1,0,0,5.2,0,520000,0.2,0.2,2.2,0.4,0,0.2,96.9,49.9,50.1,67,nil,521,11.8,29.5
2405,2015,central berkshire,6350000,146,94.5,1.4,0.7,0,3.4,0,6350000,0.1,1.1,1,2.6,2.4,0,92.9,49.5,50.5,119,nil,520,13,39.8
2406,2015,chelmsford,560000,399,95.7,1.8,0.3,0.5,1.8,0,560000,0.2,10.5,2.8,2.5,1.4,0.1,82.6,49.8,50.2,352,nil,553,13.4,18.4
2407,2015,chelsea,570000,252,72.2,11.1,1.2,1.6,13.9,0,570000,0.2,2.4,7.3,81.3,0.6,0,8.3,49.5,50.5,143,nil,452,12.5,78.1
2408,2015,chicopee,610000,552,82.4,3.4,2.2,2.5,9.4,0,610000,0.2,1.5,3,27.5,2.4,0.2,65.2,48.1,51.9,290,nil,485,11.1,66.4
2410,2015,clinton,640000,91,94.5,2.2,0,0,3.3,0,640000,0.2,1.4,4.1,19.4,0.8,0,74.1,46.5,53.5,85,nil,474,12.2,52.7
2412,2015,cohasset,650000,78,97.4,2.6,0,0,0,0,650000,0.3,1.3,3.2,0.7,0.2,0,94.3,49.3,50.7,82,nil,541,10.6,6.3
2414,2015,concord-carlisle,6400000,278,97.8,1.4,0,0.4,0.4,0,6400000,0.2,6.8,6.2,4.1,1.8,0,81,53.1,46.9,265,nil,596,11.7,8.5
2415,2015,danvers,710000,258,94.2,4.3,0,0,1.6,0,710000,0.2,2.1,0.8,4.9,1.8,0,90.2,51.2,48.8,247,nil,530,12,25.9
2416,2015,dartmouth,720000,247,91.1,3.6,0,0.8,4.5,0,720000,0.3,2.9,2,1.8,1.6,0.2,91.2,48.3,51.7,184,nil,529,12.1,30.4
2417,2015,dedham,730000,160,90.6,3.1,0,3.1,3.1,0,730000,0.3,3.3,6.5,10.2,2.1,0,77.6,47.6,52.4,139,nil,511,11,29.8
2418,2015,dennis-yarmouth,6450000,156,84,4.5,0.6,0,10.9,0,6450000,1.7,2.1,5.5,7.1,5.1,0.1,78.5,47.9,52.1,117,nil,483,11.3,54.9
2419,2015,dighton-rehoboth,6500000,210,93.3,3.3,0,0.5,2.9,0,6500000,0,0.9,0.8,2.7,2.6,0,92.9,46.9,53.1,149,nil,517,12.2,20.4
2420,2015,douglas,770000,102,92.2,2,0,0,5.9,0,770000,0,1,0.2,2.1,1.6,0.1,95,49.6,50.4,80,nil,490,11.9,25.6
2421,2015,dover-sherborn,6550000,144,96.5,3.5,0,0,0,0,6550000,0.1,4.9,1.6,1.7,0.8,0,90.8,48.9,51.1,142,nil,628,10.7,7.1
2422,2015,dracut,790000,230,89.6,3.5,0.9,0.9,5.2,0,790000,0,4.9,3.2,5.7,1.4,0.1,84.7,48.3,51.7,186,nil,507,14.5,35.6
2423,2015,dudley-charlton reg,6580000,227,93.8,1.8,0.9,0.9,2.6,0,6580000,0.1,0,0.6,4,1.4,1.3,92.7,50.3,49.7,199,nil,522,13.1,33.5
2424,2015,duxbury,820000,256,98.4,1.6,0,0,0,0,820000,0.1,1,0.6,0.7,1.2,0,96.3,48.5,51.5,261,nil,571,11.9,8.7
2425,2015,east bridgewater,830000,133,96.2,1.5,0,0.8,1.5,0,830000,0.1,0.6,1.1,1.3,1.4,0.2,95.4,50.4,49.6,116,nil,515,12,27.9
2426,2015,east longmeadow,870000,204,95.6,0.5,2.9,0,1,0,870000,0.1,4,3.2,2.4,0.2,0.1,90.1,49.9,50.1,165,nil,536,12.5,26.6
2427,2015,easthampton,860000,108,95.4,2.8,0,0.9,0.9,0,860000,0,3.8,2.2,7.5,1.3,0.2,85.1,49.8,50.2,71,nil,524,11.9,40.3
2428,2015,easton,880000,268,98.5,0.7,0,0.4,0.4,0,880000,0.2,3,4.8,3.3,2.4,0.4,85.9,49.5,50.5,256,nil,535,12.8,20.8
2429,2015,edward m. kennedy academy for health careers,4520000,46,100,0,0,0,0,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,81,nil,426,NA,NA
2430,2015,everett,930000,426,83.6,4,2.8,0.9,8.7,0,930000,0.6,5.1,18.2,32.5,1,0.1,42.6,48.1,51.9,333,nil,429,12.7,71.5
2431,2015,fairhaven,940000,160,93.8,1.9,0,0.6,3.8,0,940000,0.5,1.3,1,2.4,1.3,0.1,93.4,48.6,51.4,125,nil,524,12.8,37.6
2432,2015,fall river,950000,540,73.5,6.3,3,2.4,14.8,0,950000,0.3,4.6,6.8,17.5,3.3,0.1,67.4,48.2,51.8,224,nil,463,12.3,78.5
2433,2015,falmouth,960000,204,89.2,4.9,0,2.5,3.4,0,960000,1.1,2.6,3.9,3.2,3.6,0.1,85.5,48.2,51.8,154,nil,524,10.1,39.5
2434,2015,fitchburg,970000,223,80.7,9.4,2.7,1.3,5.8,0,970000,0.1,5.7,6.8,42.2,4.5,0,40.7,49.2,50.8,228,nil,415,11.4,72.6
2436,2015,foxborough,990000,208,98.1,1,0,0.5,0.5,0,990000,0.3,2.8,3.4,2.3,0.5,0.5,90.2,48.5,51.5,187,nil,534,11.6,21.8
2438,2015,framingham,1000000,438,89.5,7.3,0,0.5,2.7,0,1000000,0.1,5.9,6,22.2,2,0,63.7,49.5,50.5,352,nil,551,11.5,53.8
2440,2015,franklin,1010000,381,97.4,1.6,0,0.5,0.5,0,1010000,0.3,3.6,1,2.3,1.5,0.1,91.3,49.6,50.4,363,nil,555,12.1,15.8
2441,2015,franklin county regional vocational technical,8180000,101,95,1,0,2,2,0,8180000,0.2,0.6,0.2,3.2,2,0.4,93.4,36.3,63.7,13,nil,483,10.8,41.4
2442,2015,freetown-lakeville,6650000,187,95.7,2.1,0.5,0.5,1.1,0,6650000,0.1,0.5,0.8,1.9,1.5,0.1,95.1,49.1,50.9,171,nil,523,12.5,23.4
2443,2015,frontier,6700000,81,93.8,4.9,0,1.2,0,0,6700000,0,3.3,0.9,3.3,2.9,0.3,89.3,50.9,49.1,72,nil,538,11.7,26.3
2444,2015,gardner,1030000,141,85.8,4.3,0.7,2.8,6.4,0,1030000,0.3,2.1,3.3,11,2.7,0,80.6,47.9,52.1,90,nil,497,16.7,64.8
2445,2015,gateway,6720000,70,95.7,1.4,0,1.4,1.4,0,6720000,0.1,0.5,0.3,2.2,1.4,0,95.6,50.1,49.9,60,nil,517,9.4,46.8
2446,2015,georgetown,1050000,87,97.7,0,0,1.1,1.1,0,1050000,0,0.5,0.2,1.6,1.3,0.2,96.2,48.3,51.7,80,nil,541,17.9,14.3
2447,2015,gill-montague,6740000,52,90.4,3.8,0,1.9,3.8,0,6740000,0.2,0.7,1.9,6.2,2.6,0.2,88.2,48.6,51.4,50,nil,483,9.6,57.1
2449,2015,gloucester,1070000,219,93.2,3.7,0,0,3.2,0,1070000,0.3,1.4,1.2,3.4,1.2,0.7,91.9,49,51,155,nil,502,10.7,44.2
2450,2015,grafton,1100000,147,92.5,4.1,0.7,1.4,1.4,0,1100000,0.1,9.7,0.8,2.6,2,0,84.7,49.7,50.3,132,nil,543,12.8,15.8
2451,2015,granby,1110000,73,95.9,0,2.7,0,0,1.4,1110000,0,1.4,0.6,2.9,1.7,0.2,93.2,49.8,50.2,45,nil,536,11.9,35.4
2452,2015,greater fall river regional vocational technical,8210000,339,96.2,0.6,0,0.9,2.4,0,8210000,0.4,2.6,2.1,4.3,3,0,87.6,43,57,123,nil,458,10.1,46.6
2453,2015,greater lawrence regional vocational technical,8230000,301,94,2,0,1,3,0,8230000,0,0.2,0.7,77.7,1,0,20.3,48.1,51.9,164,nil,390,10.8,65.1
2454,2015,greater lowell regional vocational technical,8280000,517,93.8,2.9,1,0.4,1.9,0,8280000,0.1,15.5,3.2,23.7,2.5,0,54.9,45.4,54.6,174,nil,432,10.9,48.7
2455,2015,greater new bedford regional vocational technical,8250000,495,89.3,3.8,0.4,0.4,5.9,0.2,8250000,0.3,0.6,7.5,14.9,2,0,74.7,50.8,49.2,266,nil,433,10.9,51.8
2456,2015,greenfield,1140000,73,89,2.7,0,1.4,6.8,0,1140000,0.5,1.8,3.9,12.8,3.4,0.1,77.5,48.7,51.3,45,nil,529,10.9,63.9
2457,2015,groton-dunstable,6730000,204,100,0,0,0,0,0,6730000,0.1,4.2,0.6,0.9,0.2,0.1,94,47,53,215,nil,579,12.5,9.3
2458,2015,hadley,1170000,37,97.3,0,0,0,2.7,0,1170000,0.3,2.7,2.8,5.1,3,1.4,84.8,50.6,49.4,34,nil,523,9.1,26
2459,2015,hamilton-wenham,6750000,158,97.5,1.3,0,0,1.3,0,6750000,0.1,4,0.4,1,1.2,0.5,92.9,51.8,48.2,155,nil,568,11.2,8
2461,2015,hampden-wilbraham,6800000,301,96.3,2,0,1.3,0.3,0,6800000,0.1,3,3,3.7,1.6,0.2,88.4,49.4,50.6,260,nil,535,14,22.1
2462,2015,hampshire,6830000,118,94.9,2.5,0,0,2.5,0,6830000,0,1.1,0.4,2,1.2,0,95.3,54.4,45.6,95,nil,532,9.9,19.4
2463,2015,hanover,1220000,184,98.4,1.6,0,0,0,0,1220000,0.1,1.7,0.8,0.9,0,0,96.6,47.5,52.5,172,nil,522,13.2,11.1
2464,2015,harvard,1250000,107,94.4,0.9,0,2.8,1.9,0,1250000,0.1,6.9,2.7,1.7,1.3,0.1,87.4,50.4,49.6,111,nil,593,11.5,9.7
2465,2015,hatfield,1270000,35,100,0,0,0,0,0,1270000,0,0.4,0.9,2.1,1.5,1.1,94,49,51,28,nil,504,8.2,20.5
2466,2015,haverhill,1280000,351,76.1,7.1,3.7,0.6,12.5,0,1280000,0,1.7,4.1,24.8,0.4,0.1,68.9,47,53,206,nil,507,11.8,61.1
2467,2015,hingham,1310000,271,97.8,1.5,0,0.4,0.4,0,1310000,0,1.5,1.3,1.9,2.8,0,92.5,48.6,51.4,272,nil,577,12.1,7.8
2468,2015,holbrook,1330000,54,88.9,7.4,0,0,3.7,0,1330000,0.1,3.6,12.4,7.2,4.7,0.1,71.9,48.2,51.8,43,nil,451,12.9,43.8
2469,2015,holliston,1360000,174,93.1,3.4,0,1.1,1.1,1.1,1360000,0,2.9,0.9,2.2,2,0,92,49.8,50.2,170,nil,569,12.9,10.2
2470,2015,holyoke,1370000,420,65.2,12.1,3.3,2.4,16.9,0,1370000,0,0.9,3.4,77.2,0.2,0,18.2,48.1,51.9,151,nil,465,11.7,85.1
2471,2015,hopedale,1380000,84,96.4,1.2,0,0,2.4,0,1380000,0.2,2.2,0.7,3.4,1.4,0,92.1,48.7,51.3,76,nil,528,11.2,21.8
2472,2015,hopkinton,1390000,261,98.1,1.5,0.4,0,0,0,1390000,0.2,4.2,0.8,1.2,1,0.1,92.4,49.8,50.2,265,nil,578,14.3,7
2473,2015,hudson,1410000,175,89.1,5.1,0,1.1,4.6,0,1410000,0.2,1.8,1.1,4.6,1.6,0,90.7,49.3,50.7,156,nil,527,10,35.6
2474,2015,hull,1420000,74,90.5,5.4,0,0,4.1,0,1420000,0,0.6,1.1,1.6,0.6,0.3,95.7,47,53,72,nil,504,9.6,33.4
2476,2015,ipswich,1440000,144,95.1,3.5,0,0,1.4,0,1440000,0.3,2.3,0.5,2.9,2.6,0.1,91.2,50.6,49.4,138,nil,540,9.9,18.9
2477,2015,king philip,6900000,262,97.3,1.9,0,0,0.8,0,6900000,0.3,1.1,0.9,0.9,0.9,0,95.9,48.7,51.3,252,nil,547,13.1,16.4
2479,2015,lawrence,1490000,608,74.8,9.4,3.3,2,10.5,0,1490000,0,2.1,1.7,90.1,0.2,0,6,47,53,339,nil,396,11.3,85.1
2480,2015,lee,1500000,53,92.5,1.9,0,0,5.7,0,1500000,0.1,2.2,1.1,7.2,1.6,0,87.8,50.5,49.5,41,nil,484,8.9,41.2
2481,2015,leicester,1510000,103,91.3,1.9,0,1,5.8,0,1510000,0.3,1.9,2.7,4.1,1.2,0,89.8,49.5,50.5,84,nil,504,12.2,39.9
2482,2015,lenox,1520000,57,100,0,0,0,0,0,1520000,0.6,3.4,0.6,2.6,1.1,0.5,91.1,50.1,49.9,53,nil,548,9.6,24.3
2483,2015,leominster,1530000,387,92.2,2.1,1,0.5,4.1,0,1530000,0.2,3.4,6.2,24.1,2.5,0.1,63.5,48.1,51.9,280,nil,502,13.7,54.5
2484,2015,lexington,1550000,439,97.5,1.8,0,0.2,0.5,0,1550000,0.1,27.6,4.3,3.5,4,0,60.5,49.6,50.4,443,nil,656,10.5,8.5
2485,2015,lincoln-sudbury,6950000,378,96.8,2.9,0,0.3,0,0,6950000,0,3.8,5.4,2.6,2.6,0,85.6,49.4,50.6,347,nil,621,11.4,9.2
2486,2015,littleton,1580000,101,95,5,0,0,0,0,1580000,0.1,2.5,2.4,0.4,0.9,0.1,93.5,52.1,47.9,93,nil,557,13.6,9.6
2487,2015,longmeadow,1590000,239,95.4,3.8,0,0.4,0.4,0,1590000,0,6.2,2.6,2.3,1.2,0,87.7,47.2,52.8,223,nil,575,11.3,11.9
2488,2015,lowell,1600000,496,85.5,6.7,2,0.8,5,0,1600000,0.3,29.1,6.6,26.6,2.1,0,35.4,47.8,52.2,434,nil,483,12.3,72.3
2489,2015,ludlow,1610000,193,92.7,5.2,0.5,0,1.6,0,1610000,0,0.7,2,5.7,1.1,0.2,90.2,49.9,50.1,130,nil,512,11.6,38.7
2490,2015,lunenburg,1620000,100,97,2,0,1,0,0,1620000,0.5,1.5,1.3,2.3,1.3,0.3,92.8,49,51,98,nil,557,13.9,24.7
2491,2015,lynn,1630000,766,80.4,6.4,2,1.3,9.9,0,1630000,0.4,9.9,12.4,49.4,3.3,0,24.5,47.9,52.1,477,nil,445,12.2,73.5
2492,2015,lynnfield,1640000,149,98.7,0.7,0,0.7,0,0,1640000,0.1,3.2,1.7,2.8,1.3,0,90.9,48.9,51.1,142,nil,562,13.7,10.1
2493,2015,malden,1650000,399,84.7,8.3,1.8,0.8,4.5,0,1650000,0.5,21.7,20.5,20.2,3.5,0.1,33.5,47.7,52.3,325,nil,497,13.6,60.7
2494,2015,manchester essex regional,6980000,113,95.6,3.5,0,0,0.9,0,6980000,0,0.3,0.1,0.4,0.2,0,98.9,50.3,49.7,99,nil,590,9.6,13.4
2495,2015,mansfield,1670000,317,96.5,1.9,0,0.9,0.6,0,1670000,0.2,3,2.8,2.5,2.1,0,89.3,48.5,51.5,297,nil,555,11.4,19.6
2496,2015,marblehead,1680000,227,98.2,1.3,0,0,0.4,0,1680000,0.1,1.7,2.7,3.2,0.9,0,91.4,49.8,50.2,221,nil,569,10.6,13
2497,2015,marlborough,1700000,251,83.3,12,0,1.6,3.2,0,1700000,0.1,3.4,2.8,31.3,2.3,0,60,48.7,51.3,192,nil,524,11.5,58.3
2498,2015,marshfield,1710000,305,97.4,1.6,0,0,1,0,1710000,0.1,0.8,0.4,1.5,0.6,0,96.4,48.9,51.1,277,nil,521,11.3,18.8
2499,2015,martha's vineyard,7000000,148,95.9,2,0,0.7,1.4,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,137,nil,533,8.5,36.6
2500,2015,masconomet,7050000,311,96.8,1.9,0,0,1.3,0,7050000,0.1,2,0.6,2,0.9,0.1,94.4,50.8,49.2,307,nil,571,11.7,10.5
2501,2015,mashpee,1720000,97,91.8,3.1,1,2.1,2.1,0,1720000,5.3,2.2,2.4,4,5.8,0.1,80.1,49.5,50.5,78,nil,510,10.6,40.8
