...1,Year,District Name,District Code_x,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,District Code_y,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,Tests Taken,Reading / Writing,Math,Student / Teacher Ratio,Low Income %.y
2157,2016,franklin,1010000,386,97.9,1.8,0,0,0.3,0,1010000,0.3,3.9,1.5,2,1.6,0.1,90.6,49.4,50.6,382,nil,556,12.1,15.8
2158,2016,franklin county regional vocational technical,8180000,117,90.6,0.9,0.9,0.9,6.8,0,8180000,0.2,0.6,0.2,2.7,2.9,0.4,93,37,63,7,nil,nil,10.8,41.4
2159,2016,freetown-lakeville,6650000,188,92.6,3.7,1.1,0,2.7,0,6650000,0.1,0.9,0.7,1.3,1.4,0.1,95.5,49.1,50.9,151,nil,518,12.5,23.4
2160,2016,frontier,6700000,94,94.7,3.2,0,1.1,1.1,0,6700000,0,3.2,0.8,3.5,3.8,0.3,88.4,50.2,49.8,77,nil,522,11.7,26.3
2161,2016,gardner,1030000,136,86,5.1,1.5,1.5,5.9,0,1030000,0.3,1.9,3,11.3,3.6,0.1,79.8,46.2,53.8,117,nil,459,16.7,64.8
2162,2016,gateway,6720000,58,89.7,1.7,1.7,3.4,3.4,0,6720000,0.5,0.5,0.6,2.4,1,0,95.1,49.8,50.2,27,nil,521,9.4,46.8
2163,2016,georgetown,1050000,90,96.7,2.2,0,0,1.1,0,1050000,0,0.8,0.1,1.5,1.4,0.1,96.1,47.7,52.3,83,nil,534,17.9,14.3
2164,2016,gill-montague,6740000,50,76,4,0,2,18,0,6740000,0.5,1.2,2.2,6.7,2.8,0.3,86.3,48,52,26,nil,506,9.6,57.1
2166,2016,gloucester,1070000,221,88.2,4.1,0,1.8,5.9,0,1070000,0.2,1.4,1.1,4.2,1.3,0.4,91.3,48.4,51.6,134,nil,509,10.7,44.2
2167,2016,grafton,1100000,199,92,3.5,0.5,1.5,2.5,0,1100000,0.1,10.1,1.2,2.7,2.2,0,83.6,49.2,50.8,167,nil,553,12.8,15.8
2168,2016,granby,1110000,70,94.3,0,1.4,1.4,2.9,0,1110000,0.1,1.7,0.9,3.2,1.7,0.2,92.1,49.4,50.6,36,nil,516,11.9,35.4
2169,2016,greater fall river regional vocational technical,8210000,332,97,0.6,0.6,0,1.8,0,8210000,0.3,2.3,1.7,3.8,2.7,0,89.2,43.1,56.9,129,nil,454,10.1,46.6
2170,2016,greater lawrence regional vocational technical,8230000,310,95.8,1,0.3,0,2.9,0,8230000,0,0.1,0.4,78,1.8,0,19.8,48.2,51.8,168,nil,406,10.8,65.1
2171,2016,greater lowell regional vocational technical,8280000,464,93.5,3.7,1.1,0.2,1.5,0,8280000,0.3,15.1,4,24.4,2.3,0,53.8,47.5,52.5,184,nil,447,10.9,48.7
2172,2016,greater new bedford regional vocational technical,8250000,509,93.5,1.8,0,0,4.7,0,8250000,0.3,0.7,7.5,15.2,2.1,0,74.2,51.3,48.7,296,nil,447,10.9,51.8
2173,2016,greenfield,1140000,84,79.8,6,0,2.4,11.9,0,1140000,0.3,1.8,3.9,12.2,3.2,0,78.6,49.4,50.6,37,nil,499,10.9,63.9
2174,2016,groton-dunstable,6730000,207,98.1,1,0,0,1,0,6730000,0,4.5,0.6,1.2,0.4,0.2,93.1,48,52,195,nil,584,12.5,9.3
2175,2016,hadley,1170000,46,95.7,4.3,0,0,0,0,1170000,0.3,2.1,2.4,5.7,3,1.9,84.6,51.6,48.4,42,nil,556,9.1,26
2176,2016,hamilton-wenham,6750000,151,99.3,0.7,0,0,0,0,6750000,0.1,3.9,0.7,1.2,1.2,0.4,92.6,52.4,47.6,155,nil,559,11.2,8
2178,2016,hampden-wilbraham,6800000,284,94.7,1.4,0.4,0.4,2.8,0.4,6800000,0.1,2.7,2.9,4.5,1.8,0.1,87.8,49.7,50.3,240,nil,534,14,22.1
2179,2016,hampshire,6830000,127,97.6,2.4,0,0,0,0,6830000,0,0.8,0.4,1.9,1.4,0,95.6,54.4,45.6,90,nil,533,9.9,19.4
2180,2016,hanover,1220000,191,99,0.5,0,0,0.5,0,1220000,0,1.6,0.7,0.8,0,0,96.7,47.5,52.5,187,nil,520,13.2,11.1
2181,2016,harvard,1250000,93,96.8,2.2,0,0,1.1,0,1250000,0.1,7.6,2.1,2,1.7,0.1,86.4,49.2,50.8,95,nil,589,11.5,9.7
2182,2016,hatfield,1270000,27,100,0,0,0,0,0,1270000,0,1,1,2.1,1.9,0.6,93.4,48.1,51.9,21,nil,550,8.2,20.5
2183,2016,haverhill,1280000,398,77.1,7.5,3,1,11.3,0,1280000,0,1.7,4.3,26.7,0.7,0.1,66.4,46.9,53.1,232,nil,511,11.8,61.1
2184,2016,hingham,1310000,258,98.8,0.8,0,0,0.4,0,1310000,0,1.6,1.2,1.9,2.5,0,92.7,48.3,51.7,249,nil,569,12.1,7.8
2185,2016,holbrook,1330000,68,85.3,4.4,0,0,10.3,0,1330000,0.1,3.9,12.9,7.2,5,0.1,70.7,48.3,51.7,49,nil,473,12.9,43.8
2186,2016,holliston,1360000,208,94.2,2.9,1,0.5,1.4,0,1360000,0,3.1,0.9,2.4,2.3,0,91.3,51.1,48.9,197,nil,581,12.9,10.2
2187,2016,holyoke,1370000,370,68.1,10,3.8,2.7,15.4,0,1370000,0,0.8,3.3,78.2,0.2,0,17.5,48.3,51.7,111,nil,465,11.7,85.1
2188,2016,hopedale,1380000,78,96.2,3.8,0,0,0,0,1380000,0.2,2,0.7,3.3,1.4,0,92.4,49.8,50.2,68,nil,535,11.2,21.8
2189,2016,hopkinton,1390000,279,98.9,0.4,0.4,0,0.4,0,1390000,0.2,5,0.8,1.3,1.6,0.1,91.2,50.4,49.6,278,nil,580,14.3,7
2190,2016,hudson,1410000,182,89.6,5.5,0,1.1,3.3,0.5,1410000,0.2,1.8,1.1,4.8,2.1,0,90,49.5,50.5,153,nil,512,10,35.6
2191,2016,hull,1420000,77,87,10.4,0,0,2.6,0,1420000,0.1,0.6,1,1.6,0.6,0.4,95.7,47.9,52.1,66,nil,513,9.6,33.4
2193,2016,ipswich,1440000,122,96.7,0.8,0,0.8,1.6,0,1440000,0.4,2.4,0.5,2.8,2.7,0,91.1,50.9,49.1,111,nil,513,9.9,18.9
2194,2016,king philip,6900000,351,96.3,1.7,0.6,0.3,1.1,0,6900000,0.2,1,0.8,0.9,1.1,0,95.9,48.8,51.2,332,nil,544,13.1,16.4
2196,2016,lawrence,1490000,638,72.3,12.9,3.3,0.8,10.8,0,1490000,0,2,1.7,90.2,0.2,0,5.9,46.8,53.2,340,nil,411,11.3,85.1
2197,2016,lee,1500000,55,89.1,7.3,0,3.6,0,0,1500000,0.1,2.4,1,5.9,1.8,0,88.7,51.5,48.5,32,nil,508,8.9,41.2
2198,2016,leicester,1510000,100,87,11,1,0,1,0,1510000,0.3,2.1,2.9,3.8,1.5,0,89.3,49.7,50.3,87,nil,529,12.2,39.9
2199,2016,lenox,1520000,40,95,5,0,0,0,0,1520000,0.6,3.7,0.6,3.1,1.2,0.5,90.2,49.5,50.5,37,nil,599,9.6,24.3
2200,2016,leominster,1530000,369,91.3,4.1,0.8,0.8,3,0,1530000,0.2,3.4,6.3,25.5,2.7,0.1,61.8,47.6,52.4,241,nil,504,13.7,54.5
2201,2016,lexington,1550000,494,97.2,2.4,0,0,0.4,0,1550000,0.1,28.9,4.4,3.5,4.4,0,58.7,49.3,50.7,471,nil,645,10.5,8.5
2202,2016,lincoln-sudbury,6950000,370,96.8,3.2,0,0,0,0,6950000,0,5.4,5.6,3.2,2.4,0,83.4,49.1,50.9,336,nil,610,11.4,9.2
2203,2016,littleton,1580000,96,94.8,5.2,0,0,0,0,1580000,0.1,3.9,1.4,1.1,1.2,0.4,92,52.5,47.5,96,nil,589,13.6,9.6
2204,2016,longmeadow,1590000,248,97.2,2.4,0,0.4,0,0,1590000,0.1,6.7,2.8,2.7,1.5,0,86.3,47.7,52.3,224,nil,568,11.3,11.9
2205,2016,lowell,1600000,627,82.3,8.1,2.4,1.8,5.4,0,1600000,0.3,29.5,6.7,27.7,2.3,0,33.6,47.7,52.3,446,nil,491,12.3,72.3
2206,2016,ludlow,1610000,183,95.1,2.7,0,0,2.2,0,1610000,0.1,0.6,2.2,5.9,1.3,0.2,89.8,50,50,123,nil,505,11.6,38.7
2207,2016,lunenburg,1620000,89,96.6,2.2,0,1.1,0,0,1620000,0.9,1.5,2,3,0.5,0.4,91.8,48.6,51.4,79,nil,525,13.9,24.7
2208,2016,lynn,1630000,912,80.8,7.8,0.9,1.6,8.9,0,1630000,0.3,10,12,51,3.5,0,23.1,48.1,51.9,489,nil,458,12.2,73.5
2209,2016,lynnfield,1640000,156,98.7,0.6,0,0.6,0,0,1640000,0,3.6,1.9,3,1.6,0,89.9,49.1,50.9,147,nil,547,13.7,10.1
2210,2016,malden,1650000,366,88.3,6.8,1.1,0.8,3,0,1650000,0.5,22.1,20.3,20.4,3.7,0.1,32.9,47.5,52.5,322,nil,507,13.6,60.7
2211,2016,manchester essex regional,6980000,109,100,0,0,0,0,0,6980000,0,0.3,0.1,0.6,0.3,0,98.6,50.5,49.5,104,nil,601,9.6,13.4
2212,2016,mansfield,1670000,305,97.4,1.3,0.3,0,1,0,1670000,0.3,3.5,2.8,2.6,2.4,0.1,88.3,49,51,276,nil,566,11.4,19.6
2213,2016,marblehead,1680000,246,96.3,2,0,0.8,0.8,0,1680000,0.1,1.6,2.7,3.3,1.4,0,90.7,49.6,50.4,231,nil,564,10.6,13
2214,2016,marlborough,1700000,188,91.5,6.4,1.1,0,1.1,0,1700000,0.1,3.4,2.7,33.3,2.6,0,57.9,48.2,51.8,178,nil,522,11.5,58.3
2215,2016,marshfield,1710000,292,96.6,2.1,0.3,0.3,0.7,0,1710000,0.1,0.9,0.5,1.5,0.9,0,96.2,48.8,51.2,265,nil,520,11.3,18.8
2216,2016,martha's vineyard,7000000,149,92.6,4.7,0,0.7,2,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,118,nil,527,8.5,36.6
2217,2016,masconomet,7050000,347,97.4,1.7,0,0.3,0.6,0,7050000,0,1.8,0.6,1.6,0.5,0.1,95.3,50.8,49.2,336,nil,566,11.7,10.5
2218,2016,mashpee,1720000,92,90.2,6.5,0,0,3.3,0,1720000,5.6,2.2,3.3,3.3,3.1,0.2,82.3,49.7,50.3,75,nil,492,10.6,40.8
2220,2016,maynard,1740000,66,92.4,4.5,0,1.5,0,1.5,1740000,0,2.6,1.6,8.4,2.6,0.1,84.8,49.5,50.5,68,nil,546,10.4,25.5
2221,2016,medfield,1750000,223,98.7,0.4,0,0,0.9,0,1750000,0.1,3.5,0.6,1.3,1.9,0.1,92.5,49.9,50.1,226,nil,587,12,8
2222,2016,medford,1760000,323,83.6,10.8,1.2,2.2,2.2,0,1760000,0.1,8,16.6,10.4,3,0,61.9,49.1,50.9,230,nil,513,10.3,38.2
2223,2016,medway,1770000,201,97,2.5,0,0.5,0,0,1770000,0.2,2.3,1.1,1.8,1,0,93.6,50,50,186,nil,547,13.5,16.1
2224,2016,melrose,1780000,219,96.3,1.8,0,0,1.8,0,1780000,0.1,4,5.8,5.3,3.5,0.7,80.6,49.3,50.7,208,nil,533,13.7,15.7
2225,2016,mendon-upton,7100000,157,95.5,2.5,0,0,1.9,0,7100000,0,1.4,0.7,2.2,2.1,0.1,93.5,50.5,49.5,139,nil,544,12.9,14.6
2226,2016,methuen,1810000,397,90.4,3.5,1.3,1,3.8,0,1810000,0.3,3.5,2.4,28.7,1.7,0,63.4,48.6,51.4,262,nil,482,12.1,54.3
2227,2016,middleborough,1820000,194,95.4,0.5,0.5,0,3.6,0,1820000,0.7,1,1.9,3.6,3.1,0,89.8,48,52,152,nil,508,14,40.7
2228,2016,milford,1850000,241,89.2,3.7,0,0.8,6.2,0,1850000,1.4,2.9,2,17,1.7,0.1,75,48.9,51.1,199,nil,514,11.2,54.1
2229,2016,millbury,1860000,94,98.9,0,0,1.1,0,0,1860000,0.2,1.5,1.1,5.3,3.6,0.1,88.2,50.8,49.2,69,nil,492,12.6,33.6
2230,2016,millis,1870000,92,94.6,1.1,0,1.1,3.3,0,1870000,0.6,2.3,1,2.9,2.2,0.2,90.8,48,52,84,nil,503,11.6,17.5
2231,2016,milton,1890000,208,97.1,2.9,0,0,0,0,1890000,0.1,5.3,18.5,4.3,1.9,0.3,69.7,48.9,51.1,205,nil,555,12.7,13.3
2232,2016,minuteman regional vocational technical,8300000,121,96.7,3.3,0,0,0,0,8300000,0,2.6,5.4,6.8,2.2,0,83,31.2,68.8,80,nil,470,8.3,19.8
2233,2016,mohawk trail,7170000,74,82.4,6.8,0,4.1,6.8,0,7170000,0.3,1.1,1,3.4,2.2,0,92,50.4,49.6,52,nil,546,11.5,46.3
2234,2016,monomoy regional school district,7120000,97,87.6,6.2,0,1,5.2,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,79,nil,532,10.2,38.7
2235,2016,monson,1910000,87,97.7,1.1,0,0,1.1,0,1910000,0.1,0.6,0.5,1.8,1.5,0.5,95,51.3,48.7,70,nil,500,9.2,39.9
2236,2016,montachusett regional vocational technical,8320000,332,98.5,1.2,0,0,0.3,0,8320000,0.1,2.1,1.3,12.3,4.9,0.1,79.2,45.7,54.3,201,nil,470,12,30.7
2237,2016,mount greylock,7150000,70,94.3,2.9,0,1.4,1.4,0,7150000,0.2,1.5,1.7,1.9,3.6,0,91.1,47.4,52.6,59,nil,580,11,25.4
2239,2016,nantucket,1970000,103,90.3,5.8,1,0,2.9,0,1970000,0.1,1.8,13.6,14.7,3.1,0.2,66.5,48.8,51.2,93,nil,490,10.5,34.6
2240,2016,narragansett,7200000,90,87.8,4.4,3.3,1.1,3.3,0,7200000,0.4,0.3,0.5,1.7,2.3,0.3,94.5,50.7,49.3,53,nil,510,14.8,36.5
2241,2016,nashoba,7250000,243,97.9,0.4,0.4,0.8,0.4,0,7250000,0.1,2.9,0.9,3.1,2.4,0.1,90.5,49.1,50.9,239,nil,563,12.3,12.7
2242,2016,nashoba valley regional vocational technical,8520000,136,97.1,0.7,0,0,2.2,0,8520000,0.1,0.3,0.9,5.2,1.3,0.4,91.7,40.8,59.2,81,nil,469,11.5,31.4
2243,2016,natick,1980000,362,98.3,1.4,0,0.3,0,0,1980000,0.1,5.9,2.5,2.8,3.1,0.1,85.7,48.4,51.6,322,nil,565,11.6,14.1
2244,2016,nauset,6600000,214,93,5.6,0.5,0,0.9,0,6600000,0.5,2,3,3.3,0.9,0.3,90.1,49.9,50.1,197,nil,530,9.8,30.9
2245,2016,needham,1990000,399,97.2,2.3,0,0.3,0,0.3,1990000,0.1,6.7,2.7,3.8,3.1,0,83.5,49.6,50.4,363,nil,582,12.3,7.8
2246,2016,new bedford,2010000,484,65.1,11.8,6,1.4,15.7,0,2010000,0.7,0.8,11.6,29.7,6.3,0.5,50.2,47.2,52.8,214,nil,449,12.1,79.8
2247,2016,newburyport,2040000,170,97.6,1.8,0,0,0.6,0,2040000,0,1.6,0.9,2.1,2,0,93.3,49.6,50.4,149,nil,563,10.1,12.8
2248,2016,newton,2070000,863,97.9,2,0,0,0.1,0,2070000,0.1,15.6,5.4,7,5.3,0,66.6,49.3,50.7,792,nil,608,11.1,13.4
2249,2016,norfolk county agricultural,9150000,106,100,0,0,0,0,0,9150000,0.4,0.6,2,1.4,0.2,0,95.3,69.9,30.1,98,nil,507,10.1,21.3
2250,2016,north adams,2090000,89,82,7.9,0,1.1,9,0,2090000,0.3,0.3,3,5,6,0.6,84.8,47.6,52.4,54,nil,477,9.6,71.4
2251,2016,north andover,2110000,317,96.8,2.2,0,0.3,0.6,0,2110000,0.2,6.8,1.9,6.6,1.5,0.4,82.7,48.9,51.1,280,nil,530,13.3,22.1
2252,2016,north attleborough,2120000,271,96.7,1.5,0.4,0,1.5,0,2120000,0.3,4.3,2.1,2.8,2,0,88.5,49.5,50.5,249,nil,537,13,25.5
2253,2016,north brookfield,2150000,30,96.7,3.3,0,0,0,0,2150000,0.2,0,0.7,2.5,3.7,0,92.9,50.6,49.4,15,nil,466,10.3,47.9
2254,2016,north middlesex,7350000,218,94.5,3.2,0.9,0.5,0.9,0,7350000,0.2,0.9,0.6,2,1.7,0.1,94.4,50,50,195,nil,535,12.5,26.8
2255,2016,north reading,2170000,188,94.1,3.2,0,0,2.7,0,2170000,0,2.8,0.4,1.9,2,0.1,92.8,50,50,166,nil,554,11.2,11
2256,2016,northampton,2100000,210,93.8,1,1.4,1.4,2.4,0,2100000,0.4,4,2.8,17.3,3.9,0,71.6,49.6,50.4,183,nil,576,10.4,31.5
2257,2016,northampton-smith vocational agricultural,4060000,92,93.5,1.1,4.3,1.1,0,0,4060000,0.5,1.2,1.4,13.8,0.2,0.2,82.7,38.9,61.1,9,nil,nil,8.9,38
2258,2016,northboro-southboro,7300000,346,98,1.4,0,0,0.6,0,7300000,0.1,6.6,0.8,2.4,1.4,0.8,88,51.1,48.9,333,nil,566,10.9,13
2259,2016,northbridge,2140000,136,90.4,2.2,0,0.7,6.6,0,2140000,0,1,0.5,4.6,2.4,0.1,91.4,48.3,51.7,100,nil,490,12.6,38.4
2260,2016,northeast metropolitan regional vocational technical,8530000,286,97.9,1,0,0,1,0,8530000,0.5,1.4,3.3,24.9,1.7,0,68.3,42.6,57.4,134,nil,444,11.2,50.3
2261,2016,northern berkshire regional vocational technical,8510000,108,98.1,0.9,0,0.9,0,0,8510000,0,0.4,1.1,2.3,1.1,0,95.1,41.1,58.9,71,nil,480,10.7,44
2262,2016,norton,2180000,175,95.4,2.9,0,0,1.7,0,2180000,0,1.5,1.3,1.7,1.9,0.2,93.5,47.7,52.3,151,nil,513,12.7,25.6
2263,2016,norwell,2190000,162,98.1,1.9,0,0,0,0,2190000,0,1.8,0.6,1,1.2,0.3,95.2,50.4,49.6,158,nil,555,12.9,5.8
2264,2016,norwood,2200000,248,94.4,2.4,0,0.4,2.8,0,2200000,0.1,6.6,8.7,7,1.2,0.1,76.5,48.5,51.5,225,nil,522,10.7,40.7
2265,2016,old colony regional vocational technical,8550000,136,97.8,0.7,0.7,0,0.7,0,8550000,0.2,0.7,0.5,0.2,0.9,0,97.6,38.6,61.4,62,nil,471,8.9,21.7
2266,2016,old rochester,7400000,175,95.4,2.3,0.6,0,1.7,0,7400000,0.1,0.8,2.5,0.7,2.3,0,93.7,48.7,51.3,152,nil,546,11.6,24.1
2267,2016,oxford,2260000,101,96,1,1,1,1,0,2260000,0.1,1.3,1,6.6,2.5,0.1,88.3,48.1,51.9,70,nil,523,11.9,46.3
2268,2016,palmer,2270000,88,89.8,3.4,0,1.1,5.7,0,2270000,0.5,1.4,1.9,3.4,0.9,0.4,91.5,48.2,51.8,68,nil,504,10.6,58.6
2269,2016,pathfinder regional vocational technical,8600000,139,91.4,3.6,2.2,0.7,2.2,0,8600000,0.2,0.3,0.3,3,3,0,93.2,36.3,63.7,34,nil,432,8.9,42.8
2270,2016,peabody,2290000,396,87.6,7.3,0,1,4,0,2290000,0.1,1.8,2.8,12.3,2.1,0,80.9,48.5,51.5,283,nil,508,12.2,44.7
2271,2016,pembroke,2310000,228,95.2,0.9,0,0,3.9,0,2310000,0,0.9,1.1,1,0,0.5,96.6,47.7,52.3,193,nil,522,12.9,18
2272,2016,pentucket,7450000,178,90.4,3.4,0,2.8,3.4,0,7450000,0,1.5,0.6,1.6,1.1,0,95.2,49.3,50.7,143,nil,532,12.1,16.6
2275,2016,pioneer valley,7500000,58,100,0,0,0,0,0,7500000,0.2,0.5,0.6,2.3,1.7,0.1,94.6,48.1,51.9,45,nil,500,10.6,31
2277,2016,pittsfield,2360000,392,83.2,5.6,0.8,1.5,8.9,0,2360000,0.2,1.3,10.5,8.2,5.5,0,74.3,49.2,50.8,209,nil,498,9.5,65.5
2278,2016,plymouth,2390000,575,91.3,4.3,0.3,1.4,2.6,0,2390000,0.3,1.2,2.2,2.2,3.1,0.2,90.9,48.1,51.9,549,nil,491,11.2,31.5
2280,2016,quabbin,7530000,174,90.2,4.6,0,1.1,4,0,7530000,0.2,0.6,0.5,3.2,2.5,0,93,50.1,49.9,142,nil,525,14.5,35.8
2281,2016,quaboag regional,7780000,69,95.7,2.9,0,1.4,0,0,7780000,0.1,0.1,0.8,3.5,2.2,0,93.3,47,53,44,nil,503,12.5,43.2
2282,2016,quincy,2430000,600,91.8,4.3,0.2,0.7,3,0,2430000,0.4,32.9,6.5,4.7,2.4,0.2,52.9,47.9,52.1,520,nil,510,12.8,47.2
2283,2016,ralph c mahar,7550000,98,88.8,3.1,0,1,7.1,0,7550000,0.2,1.7,1.7,3.6,3.7,0,89.1,48.4,51.6,80,nil,514,8.4,57.9
2284,2016,randolph,2440000,136,86.8,7.4,2.2,0.7,2.9,0,2440000,0.3,16.7,52.5,8.9,3.2,0.2,18.3,46.5,53.5,116,nil,462,11,60.7
2285,2016,reading,2460000,310,98.1,1,0,0.3,0.6,0,2460000,0.2,4.1,2,1.3,1,0,91.4,48.1,51.9,292,nil,557,12.9,10.8
2286,2016,revere,2480000,377,86.5,4.8,0.8,0.8,7.2,0,2480000,0.6,6.2,4.2,42.7,3.1,0.1,43.1,49.3,50.7,375,nil,460,11.4,65.2
2288,2016,rockland,2510000,130,88.5,7.7,0,0.8,3.1,0,2510000,0,0.5,5,6.6,3.4,0,84.4,46.7,53.3,96,nil,501,12.2,47.2
2289,2016,rockport,2520000,75,93.3,1.3,0,1.3,4,0,2520000,0.1,1.2,1.8,2.3,1.2,0.1,93.3,48.1,51.9,68,nil,528,8.2,26.5
2291,2016,salem,2580000,218,88.1,6.9,0.5,0,4.6,0,2580000,0.1,2.7,5,31.9,4.1,0,56.2,49.4,50.6,144,nil,487,10.6,62.2
2293,2016,sandwich,2610000,150,98,2,0,0,0,0,2610000,0.2,2,0.8,0.6,0,0,96.5,49.2,50.8,143,nil,530,11,24.2
2294,2016,saugus,2620000,159,89.9,3.1,0,0.6,6.3,0,2620000,0.2,3.8,3.5,8.9,1.1,0.1,82.4,49.5,50.5,139,nil,500,14.3,46.6
2295,2016,scituate,2640000,199,96.5,3,0,0,0.5,0,2640000,0,1.1,2.4,0.8,1.4,0.2,94,50.8,49.2,193,nil,551,11.6,11.8
2296,2016,seekonk,2650000,147,92.5,4.8,0,2,0.7,0,2650000,0,2.4,1,2.7,1.3,0,92.5,50.8,49.2,110,nil,532,11.6,20.3
2297,2016,sharon,2660000,309,95.8,2.6,0,1,0.6,0,2660000,0.1,18.1,5.7,3.6,2.8,0,69.7,49,51,293,nil,599,12.6,12
2298,2016,shawsheen valley regional vocational technical,8710000,319,99.1,0.3,0,0.6,0,0,8710000,0.1,0.5,0.7,2.6,2.2,0,93.9,41.6,58.4,174,nil,480,9.9,23.4
2299,2016,shrewsbury,2710000,372,96.8,2.2,0,0.8,0.3,0,2710000,0.3,18.3,1.9,4.7,2.3,0,72.5,49.9,50.1,367,nil,579,13.5,17.7
2300,2016,silver lake,7600000,271,98.5,0,0,0.7,0.7,0,7600000,0,0.5,1.5,0.4,0.1,0.1,97.4,47.9,52.1,216,nil,539,12.4,22.8
2302,2016,somerset berkley regional school district,7630000,211,96.2,0.5,0,1.4,1.9,0,7630000,0,1.3,1.5,1.9,2.2,0.1,93.1,53.2,46.8,163,nil,539,12.4,27.8
2303,2016,somerville,2740000,265,87.9,3.8,0.4,0.8,6.8,0.4,2740000,0.1,9.2,13,38.7,1.5,0.1,37.5,47.2,52.8,167,nil,484,11.2,48.3
2304,2016,south hadley,2780000,134,94,1.5,0.7,0,3.7,0,2780000,0.2,1.8,1.3,7.1,3.9,0.2,85.6,50.4,49.6,90,nil,533,10.8,35.8
2305,2016,south middlesex regional vocational technical,8290000,140,95.7,0.7,0,0.7,2.9,0,8290000,0.6,0.9,4.6,52.4,1.8,0,39.7,40,60,47,nil,428,9.5,52.2
2307,2016,south shore regional vocational technical,8730000,133,95.5,0.8,0,0.8,3,0,8730000,0,0.2,1.6,2.3,1.8,0.2,93.9,33.4,66.6,73,nil,464,10.4,28.5
2308,2016,southbridge,2770000,116,75.9,4.3,8.6,1.7,9.5,0,2770000,0.1,1.5,1.5,44.1,0.3,0,52.4,48.1,51.9,64,nil,440,11,81.6
2309,2016,southeastern regional vocational technical,8720000,295,96.9,1,0.3,0.7,1,0,8720000,0,0.3,25.7,12.2,4.3,0,57.5,42.7,57.3,137,nil,425,12.4,44.8
2310,2016,southern berkshire,7650000,58,96.6,0,0,0,3.4,0,7650000,0.2,0.6,1.5,3.8,4.6,0,89.3,47.9,52.1,42,nil,501,8,38.1
2311,2016,southern worcester county regional vocational technical,8760000,245,94.3,2,0.8,0,2.9,0,8760000,0,0.2,0,7.7,0.2,0,91.9,37.5,62.5,130,nil,470,NA,NA
2312,2016,southwick-tolland-granville regional school district,7660000,152,94.7,0.7,0,1.3,3.3,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,113,nil,522,11,34.2
2313,2016,spencer-e brookfield,7670000,90,81.1,8.9,0,1.1,8.9,0,7670000,0.2,1.2,0.9,6.4,2.6,0,88.8,46.7,53.3,61,nil,518,12.1,49.1
2314,2016,springfield,2810000,1413,71,8.4,5.7,1.3,13.6,0.1,2810000,0.1,2.4,20.7,59.8,3.2,0,13.7,48,52,"1,117",nil,381,10.9,85
2315,2016,stoneham,2840000,141,93.6,2.8,0,0,3.5,0,2840000,0.1,3,1.7,3.8,2.2,0.5,88.7,50.4,49.6,123,nil,490,10.8,22.4
2316,2016,stoughton,2850000,223,92.8,3.6,0,0,3.6,0,2850000,0,4.6,17.6,5.9,0.8,0.1,71,47.4,52.6,195,nil,518,11.5,45.5
2318,2016,sutton,2900000,100,98,1,0,1,0,0,2900000,0.1,1.1,0.4,1.2,4,0,93.2,50.4,49.6,96,nil,521,13.4,18.2
2319,2016,swampscott,2910000,152,96.7,2,0,0.7,0.7,0,2910000,0,2.2,3.4,4.5,1.2,0.3,88.4,50.3,49.7,148,nil,535,11,20.5
2320,2016,swansea,2920000,120,93.3,1.7,0.8,0,4.2,0,2920000,0.2,0.7,0.9,1.3,1.6,0,95.3,47.9,52.1,74,nil,539,13.6,27.9
2321,2016,tantasqua,7700000,276,94.2,3.6,0.4,0,1.8,0,7700000,0.5,1.8,0.6,4.2,2,0,90.9,48.8,51.2,166,nil,566,11.8,27.1
2322,2016,taunton,2930000,400,90.8,4,1.5,0,3.8,0,2930000,0.3,1.3,9.1,11.6,4.1,0.1,73.5,49.1,50.9,310,nil,501,14.4,58.4
2323,2016,tewksbury,2950000,235,92.8,2.6,0,1.3,3.4,0,2950000,0,2.3,1.4,1.8,0.3,0.1,94.2,48.3,51.7,199,nil,512,12.6,22
2324,2016,tri county regional vocational technical,8780000,216,96.3,0.9,0,0.9,1.9,0,8780000,0.1,0.6,1.2,1.9,2.6,0,93.6,43.7,56.3,112,nil,494,NA,NA
2325,2016,triton,7730000,166,89.8,2.4,2.4,2.4,3,0,7730000,0.1,1.8,0.5,2.7,1,0,93.9,50.1,49.9,133,nil,550,10.2,29.7
2326,2016,tyngsborough,3010000,122,95.1,4.1,0,0,0.8,0,3010000,0.2,5.6,0.7,3.7,2.7,0.1,87,49.8,50.2,111,nil,517,12.2,25
2327,2016,upper cape cod regional vocational technical,8790000,157,99.4,0.6,0,0,0,0,8790000,0.6,0.6,2.8,3.4,3.4,0,89.2,43.2,56.8,82,nil,483,9.5,40.3
2328,2016,uxbridge,3040000,116,94,0,1.7,1.7,2.6,0,3040000,0.3,1.4,1.1,3.6,1.6,0.1,91.9,47.5,52.5,88,nil,523,12.1,28.4
